from_postcode,closest_ivt_time,closest_ivt_unit,closest_mt_time,closest_mt_unit,transfer_mt_time,transfer_mt_unit,mt_transfer_required,ivt_drip_ship,mt_drip_ship,ivt_mothership,mt_mothership,drip_ship_nlvo_ivt_mrs_dists_0,drip_ship_nlvo_ivt_mrs_dists_1,drip_ship_nlvo_ivt_mrs_dists_2,drip_ship_nlvo_ivt_mrs_dists_3,drip_ship_nlvo_ivt_mrs_dists_4,drip_ship_nlvo_ivt_mrs_dists_5,drip_ship_nlvo_ivt_mrs_dists_6,drip_ship_lvo_ivt_mrs_dists_0,drip_ship_lvo_ivt_mrs_dists_1,drip_ship_lvo_ivt_mrs_dists_2,drip_ship_lvo_ivt_mrs_dists_3,drip_ship_lvo_ivt_mrs_dists_4,drip_ship_lvo_ivt_mrs_dists_5,drip_ship_lvo_ivt_mrs_dists_6,drip_ship_lvo_ivt_mt_mrs_dists_0,drip_ship_lvo_ivt_mt_mrs_dists_1,drip_ship_lvo_ivt_mt_mrs_dists_2,drip_ship_lvo_ivt_mt_mrs_dists_3,drip_ship_lvo_ivt_mt_mrs_dists_4,drip_ship_lvo_ivt_mt_mrs_dists_5,drip_ship_lvo_ivt_mt_mrs_dists_6,drip_ship_lvo_mt_mrs_dists_0,drip_ship_lvo_mt_mrs_dists_1,drip_ship_lvo_mt_mrs_dists_2,drip_ship_lvo_mt_mrs_dists_3,drip_ship_lvo_mt_mrs_dists_4,drip_ship_lvo_mt_mrs_dists_5,drip_ship_lvo_mt_mrs_dists_6,mothership_nlvo_ivt_mrs_dists_0,mothership_nlvo_ivt_mrs_dists_1,mothership_nlvo_ivt_mrs_dists_2,mothership_nlvo_ivt_mrs_dists_3,mothership_nlvo_ivt_mrs_dists_4,mothership_nlvo_ivt_mrs_dists_5,mothership_nlvo_ivt_mrs_dists_6,mothership_lvo_ivt_mrs_dists_0,mothership_lvo_ivt_mrs_dists_1,mothership_lvo_ivt_mrs_dists_2,mothership_lvo_ivt_mrs_dists_3,mothership_lvo_ivt_mrs_dists_4,mothership_lvo_ivt_mrs_dists_5,mothership_lvo_ivt_mrs_dists_6,mothership_lvo_ivt_mt_mrs_dists_0,mothership_lvo_ivt_mt_mrs_dists_1,mothership_lvo_ivt_mt_mrs_dists_2,mothership_lvo_ivt_mt_mrs_dists_3,mothership_lvo_ivt_mt_mrs_dists_4,mothership_lvo_ivt_mt_mrs_dists_5,mothership_lvo_ivt_mt_mrs_dists_6,mothership_lvo_mt_mrs_dists_0,mothership_lvo_mt_mrs_dists_1,mothership_lvo_mt_mrs_dists_2,mothership_lvo_mt_mrs_dists_3,mothership_lvo_mt_mrs_dists_4,mothership_lvo_mt_mrs_dists_5,mothership_lvo_mt_mrs_dists_6
N00002947,2.554855,BT746DN,105.3,BT126BA,104.0,BT126BA,True,92.554855,316.554855,195.3,255.3,0.37463,0.59793,0.71314,0.83091,0.92486,0.95735,1.0,0.10888,0.20126,0.33321,0.49536,0.71216,0.82567,1.0,0.09544,0.19993,0.34491,0.51633,0.7308,0.83754,1.0,0.09544,0.19993,0.34491,0.51633,0.7308,0.83754,1.0,0.30237,0.54712,0.66602,0.79013,0.90227,0.9435,1.0,0.0816,0.16995,0.30366,0.46581,0.69155,0.81112,1.0,0.12215,0.23618,0.38223,0.55556,0.75816,0.856,1.0,0.12215,0.23618,0.38223,0.55556,0.75816,0.856,1.0
N00002948,6.41121146749091,BT746DN,101.4,BT126BA,104.0,BT126BA,True,96.41121146749092,320.41121146749094,191.4,251.4,0.37179,0.59605,0.71145,0.8295,0.92411,0.9569,1.0,0.10772,0.20001,0.33207,0.49424,0.7114,0.82514,1.0,0.09394,0.1978,0.34262,0.51385,0.72901,0.83631,1.0,0.09394,0.1978,0.34262,0.51385,0.72901,0.83631,1.0,0.30497,0.54907,0.66788,0.7918,0.90323,0.9441,1.0,0.08251,0.17106,0.30476,0.46693,0.69235,0.81169,1.0,0.12405,0.23864,0.38466,0.55804,0.75983,0.85712,1.0,0.12405,0.23864,0.38466,0.55804,0.75983,0.85712,1.0
N00002949,4.56529960917879,BT746DN,104.0,BT126BA,104.0,BT126BA,True,94.5652996091788,318.5652996091788,194.0,254.0,0.37315,0.59695,0.71226,0.83017,0.92447,0.95712,1.0,0.10827,0.20061,0.33261,0.49478,0.71176,0.82539,1.0,0.09466,0.19882,0.34372,0.51504,0.72987,0.8369,1.0,0.09466,0.19882,0.34372,0.51504,0.72987,0.8369,1.0,0.30324,0.54777,0.66664,0.79069,0.90259,0.9437,1.0,0.0819,0.17032,0.30403,0.46619,0.69182,0.81131,1.0,0.12278,0.237,0.38304,0.55639,0.75872,0.85637,1.0,0.12278,0.237,0.38304,0.55639,0.75872,0.85637,1.0
N00002950,4.56529960917879,BT746DN,102.7,BT126BA,104.0,BT126BA,True,94.5652996091788,318.5652996091788,192.7,252.7,0.37315,0.59695,0.71226,0.83017,0.92447,0.95712,1.0,0.10827,0.20061,0.33261,0.49478,0.71176,0.82539,1.0,0.09466,0.19882,0.34372,0.51504,0.72987,0.8369,1.0,0.09466,0.19882,0.34372,0.51504,0.72987,0.8369,1.0,0.3041,0.54842,0.66726,0.79124,0.90291,0.9439,1.0,0.0822,0.17069,0.30439,0.46656,0.69209,0.8115,1.0,0.12341,0.23782,0.38385,0.55721,0.75928,0.85675,1.0,0.12341,0.23782,0.38385,0.55721,0.75928,0.85675,1.0
N00002951,4.56529960917879,BT746DN,102.7,BT126BA,104.0,BT126BA,True,94.5652996091788,318.5652996091788,192.7,252.7,0.37315,0.59695,0.71226,0.83017,0.92447,0.95712,1.0,0.10827,0.20061,0.33261,0.49478,0.71176,0.82539,1.0,0.09466,0.19882,0.34372,0.51504,0.72987,0.8369,1.0,0.09466,0.19882,0.34372,0.51504,0.72987,0.8369,1.0,0.3041,0.54842,0.66726,0.79124,0.90291,0.9439,1.0,0.0822,0.17069,0.30439,0.46656,0.69209,0.8115,1.0,0.12341,0.23782,0.38385,0.55721,0.75928,0.85675,1.0,0.12341,0.23782,0.38385,0.55721,0.75928,0.85675,1.0
N00002952,6.41121146749091,BT746DN,104.0,BT126BA,104.0,BT126BA,True,96.41121146749092,320.41121146749094,194.0,254.0,0.37179,0.59605,0.71145,0.8295,0.92411,0.9569,1.0,0.10772,0.20001,0.33207,0.49424,0.7114,0.82514,1.0,0.09394,0.1978,0.34262,0.51385,0.72901,0.83631,1.0,0.09394,0.1978,0.34262,0.51385,0.72901,0.83631,1.0,0.30324,0.54777,0.66664,0.79069,0.90259,0.9437,1.0,0.0819,0.17032,0.30403,0.46619,0.69182,0.81131,1.0,0.12278,0.237,0.38304,0.55639,0.75872,0.85637,1.0,0.12278,0.237,0.38304,0.55639,0.75872,0.85637,1.0
N00002953,4.56529960917879,BT746DN,102.7,BT126BA,104.0,BT126BA,True,94.5652996091788,318.5652996091788,192.7,252.7,0.37315,0.59695,0.71226,0.83017,0.92447,0.95712,1.0,0.10827,0.20061,0.33261,0.49478,0.71176,0.82539,1.0,0.09466,0.19882,0.34372,0.51504,0.72987,0.8369,1.0,0.09466,0.19882,0.34372,0.51504,0.72987,0.8369,1.0,0.3041,0.54842,0.66726,0.79124,0.90291,0.9439,1.0,0.0822,0.17069,0.30439,0.46656,0.69209,0.8115,1.0,0.12341,0.23782,0.38385,0.55721,0.75928,0.85675,1.0,0.12341,0.23782,0.38385,0.55721,0.75928,0.85675,1.0
N00002954,14.5772411907136,BT746DN,111.8,BT126BA,104.0,BT126BA,True,104.57724119071361,328.5772411907136,201.8,261.8,0.3658,0.59207,0.70784,0.82648,0.92249,0.95592,1.0,0.10531,0.19739,0.32967,0.49189,0.70979,0.82401,1.0,0.09085,0.19333,0.33779,0.5086,0.72521,0.83369,1.0,0.09085,0.19333,0.33779,0.5086,0.72521,0.83369,1.0,0.29807,0.54386,0.66291,0.78732,0.90065,0.9425,1.0,0.0801,0.1681,0.30184,0.46395,0.69022,0.81017,1.0,0.11903,0.23213,0.3782,0.55142,0.75535,0.85413,1.0,0.11903,0.23213,0.3782,0.55142,0.75535,0.85413,1.0
N00002955,23.2922777214499,BT746DN,119.6,BT126BA,104.0,BT126BA,True,113.29227772144989,337.29227772144986,209.6,269.6,0.35945,0.58781,0.70396,0.82322,0.92073,0.95485,1.0,0.10279,0.19461,0.32713,0.48938,0.70807,0.82281,1.0,0.08765,0.18865,0.33267,0.50298,0.72111,0.83086,1.0,0.08765,0.18865,0.33267,0.50298,0.72111,0.83086,1.0,0.29296,0.53994,0.65916,0.78392,0.89868,0.94127,1.0,0.07833,0.16591,0.29967,0.46172,0.68862,0.80903,1.0,0.11539,0.22733,0.37338,0.54645,0.75194,0.85185,1.0,0.11539,0.22733,0.37338,0.54645,0.75194,0.85185,1.0
N00002956,24.6777297765005,BT746DN,120.9,BT126BA,104.0,BT126BA,True,114.6777297765005,338.6777297765005,210.9,270.9,0.35845,0.58713,0.70334,0.82269,0.92044,0.95468,1.0,0.1024,0.19417,0.32672,0.48898,0.70779,0.82261,1.0,0.08715,0.18791,0.33187,0.50209,0.72045,0.83041,1.0,0.08715,0.18791,0.33187,0.50209,0.72045,0.83041,1.0,0.29211,0.53929,0.65853,0.78334,0.89835,0.94106,1.0,0.07804,0.16555,0.29931,0.46134,0.68836,0.80884,1.0,0.11479,0.22654,0.37258,0.54562,0.75137,0.85147,1.0,0.11479,0.22654,0.37258,0.54562,0.75137,0.85147,1.0
N00002957,23.2922777214499,BT746DN,119.6,BT126BA,104.0,BT126BA,True,113.29227772144989,337.29227772144986,209.6,269.6,0.35945,0.58781,0.70396,0.82322,0.92073,0.95485,1.0,0.10279,0.19461,0.32713,0.48938,0.70807,0.82281,1.0,0.08765,0.18865,0.33267,0.50298,0.72111,0.83086,1.0,0.08765,0.18865,0.33267,0.50298,0.72111,0.83086,1.0,0.29296,0.53994,0.65916,0.78392,0.89868,0.94127,1.0,0.07833,0.16591,0.29967,0.46172,0.68862,0.80903,1.0,0.11539,0.22733,0.37338,0.54645,0.75194,0.85185,1.0,0.11539,0.22733,0.37338,0.54645,0.75194,0.85185,1.0
N00002958,26.0482389454077,BT746DN,122.2,BT126BA,104.0,BT126BA,True,116.0482389454077,340.0482389454077,212.2,272.2,0.35746,0.58646,0.70272,0.82218,0.92016,0.95451,1.0,0.10201,0.19374,0.32632,0.48859,0.70752,0.82242,1.0,0.08666,0.18718,0.33106,0.50121,0.7198,0.82996,1.0,0.08666,0.18718,0.33106,0.50121,0.7198,0.82996,1.0,0.29126,0.53864,0.6579,0.78277,0.89802,0.94085,1.0,0.07775,0.16519,0.29894,0.46097,0.68809,0.80864,1.0,0.11419,0.22575,0.37178,0.54479,0.7508,0.85109,1.0,0.11419,0.22575,0.37178,0.54479,0.7508,0.85109,1.0
N00002959,17.5725337832552,BT746DN,114.4,BT126BA,104.0,BT126BA,True,107.5725337832552,331.5725337832552,204.4,264.4,0.36361,0.59061,0.70651,0.82537,0.92189,0.95555,1.0,0.10444,0.19643,0.3288,0.49103,0.7092,0.8236,1.0,0.08974,0.19171,0.33603,0.50667,0.7238,0.83273,1.0,0.08974,0.19171,0.33603,0.50667,0.7238,0.83273,1.0,0.29636,0.54256,0.66166,0.78619,0.9,0.94209,1.0,0.07951,0.16737,0.30112,0.46321,0.68969,0.80979,1.0,0.11781,0.23052,0.37659,0.54976,0.75422,0.85337,1.0,0.11781,0.23052,0.37659,0.54976,0.75422,0.85337,1.0
N00002960,31.4005615242259,BT746DN,111.8,BT126BA,104.0,BT126BA,True,121.4005615242259,345.4005615242259,201.8,261.8,0.3536,0.58383,0.70032,0.82014,0.91905,0.95383,1.0,0.1005,0.19206,0.32476,0.48705,0.70646,0.82168,1.0,0.08477,0.18437,0.32795,0.49776,0.71726,0.8282,1.0,0.08477,0.18437,0.32795,0.49776,0.71726,0.8282,1.0,0.29807,0.54386,0.66291,0.78732,0.90065,0.9425,1.0,0.0801,0.1681,0.30184,0.46395,0.69022,0.81017,1.0,0.11903,0.23213,0.3782,0.55142,0.75535,0.85413,1.0,0.11903,0.23213,0.3782,0.55142,0.75535,0.85413,1.0
N00002961,24.6777297765005,BT746DN,110.5,BT126BA,104.0,BT126BA,True,114.6777297765005,338.6777297765005,200.5,260.5,0.35845,0.58713,0.70334,0.82269,0.92044,0.95468,1.0,0.1024,0.19417,0.32672,0.48898,0.70779,0.82261,1.0,0.08715,0.18791,0.33187,0.50209,0.72045,0.83041,1.0,0.08715,0.18791,0.33187,0.50209,0.72045,0.83041,1.0,0.29893,0.54451,0.66353,0.78788,0.90098,0.9427,1.0,0.0804,0.16847,0.30221,0.46432,0.69049,0.81036,1.0,0.11965,0.23294,0.379,0.55225,0.75591,0.8545,1.0,0.11965,0.23294,0.379,0.55225,0.75591,0.8545,1.0
N00002962,27.4048869057523,BT746DN,110.5,BT126BA,104.0,BT126BA,True,117.4048869057523,341.4048869057523,200.5,260.5,0.35648,0.58579,0.70211,0.82166,0.91988,0.95434,1.0,0.10162,0.19331,0.32593,0.4882,0.70725,0.82223,1.0,0.08618,0.18647,0.33027,0.50034,0.71916,0.82952,1.0,0.08618,0.18647,0.33027,0.50034,0.71916,0.82952,1.0,0.29893,0.54451,0.66353,0.78788,0.90098,0.9427,1.0,0.0804,0.16847,0.30221,0.46432,0.69049,0.81036,1.0,0.11965,0.23294,0.379,0.55225,0.75591,0.8545,1.0,0.11965,0.23294,0.379,0.55225,0.75591,0.8545,1.0
N00002963,27.4048869057523,BT746DN,110.5,BT126BA,104.0,BT126BA,True,117.4048869057523,341.4048869057523,200.5,260.5,0.35648,0.58579,0.70211,0.82166,0.91988,0.95434,1.0,0.10162,0.19331,0.32593,0.4882,0.70725,0.82223,1.0,0.08618,0.18647,0.33027,0.50034,0.71916,0.82952,1.0,0.08618,0.18647,0.33027,0.50034,0.71916,0.82952,1.0,0.29893,0.54451,0.66353,0.78788,0.90098,0.9427,1.0,0.0804,0.16847,0.30221,0.46432,0.69049,0.81036,1.0,0.11965,0.23294,0.379,0.55225,0.75591,0.8545,1.0,0.11965,0.23294,0.379,0.55225,0.75591,0.8545,1.0
N00002964,30.0802640216665,BT746DN,107.9,BT126BA,104.0,BT126BA,True,120.0802640216665,344.0802640216665,197.9,257.9,0.35455,0.58448,0.70091,0.82064,0.91933,0.954,1.0,0.10087,0.19247,0.32515,0.48743,0.70672,0.82186,1.0,0.08523,0.18506,0.32872,0.49861,0.71789,0.82863,1.0,0.08523,0.18506,0.32872,0.49861,0.71789,0.82863,1.0,0.30065,0.54582,0.66478,0.78901,0.90163,0.9431,1.0,0.08099,0.16921,0.30293,0.46507,0.69102,0.81074,1.0,0.12089,0.23456,0.38062,0.55391,0.75704,0.85526,1.0,0.12089,0.23456,0.38062,0.55391,0.75704,0.85526,1.0
N00002965,35.2996111471651,BT746DN,107.9,BT126BA,104.0,BT126BA,True,125.29961114716511,349.29961114716514,197.9,257.9,0.35079,0.58191,0.69856,0.81864,0.91824,0.95333,1.0,0.09941,0.19084,0.32363,0.48593,0.70568,0.82113,1.0,0.08341,0.18234,0.32569,0.49525,0.7154,0.8269,1.0,0.08341,0.18234,0.32569,0.49525,0.7154,0.8269,1.0,0.30065,0.54582,0.66478,0.78901,0.90163,0.9431,1.0,0.08099,0.16921,0.30293,0.46507,0.69102,0.81074,1.0,0.12089,0.23456,0.38062,0.55391,0.75704,0.85526,1.0,0.12089,0.23456,0.38062,0.55391,0.75704,0.85526,1.0
N00002966,35.2996111471651,BT746DN,113.1,BT126BA,104.0,BT126BA,True,125.29961114716511,349.29961114716514,203.1,263.1,0.35079,0.58191,0.69856,0.81864,0.91824,0.95333,1.0,0.09941,0.19084,0.32363,0.48593,0.70568,0.82113,1.0,0.08341,0.18234,0.32569,0.49525,0.7154,0.8269,1.0,0.08341,0.18234,0.32569,0.49525,0.7154,0.8269,1.0,0.29721,0.54321,0.66228,0.78676,0.90033,0.9423,1.0,0.0798,0.16774,0.30148,0.46358,0.68996,0.80998,1.0,0.11842,0.23133,0.37739,0.55059,0.75478,0.85375,1.0,0.11842,0.23133,0.37739,0.55059,0.75478,0.85375,1.0
N00002967,4.56529960917879,BT746DN,105.3,BT126BA,104.0,BT126BA,True,94.5652996091788,318.5652996091788,195.3,255.3,0.37315,0.59695,0.71226,0.83017,0.92447,0.95712,1.0,0.10827,0.20061,0.33261,0.49478,0.71176,0.82539,1.0,0.09466,0.19882,0.34372,0.51504,0.72987,0.8369,1.0,0.09466,0.19882,0.34372,0.51504,0.72987,0.8369,1.0,0.30237,0.54712,0.66602,0.79013,0.90227,0.9435,1.0,0.0816,0.16995,0.30366,0.46581,0.69155,0.81112,1.0,0.12215,0.23618,0.38223,0.55556,0.75816,0.856,1.0,0.12215,0.23618,0.38223,0.55556,0.75816,0.856,1.0
N00002968,4.56529960917879,BT746DN,105.3,BT126BA,104.0,BT126BA,True,94.5652996091788,318.5652996091788,195.3,255.3,0.37315,0.59695,0.71226,0.83017,0.92447,0.95712,1.0,0.10827,0.20061,0.33261,0.49478,0.71176,0.82539,1.0,0.09466,0.19882,0.34372,0.51504,0.72987,0.8369,1.0,0.09466,0.19882,0.34372,0.51504,0.72987,0.8369,1.0,0.30237,0.54712,0.66602,0.79013,0.90227,0.9435,1.0,0.0816,0.16995,0.30366,0.46581,0.69155,0.81112,1.0,0.12215,0.23618,0.38223,0.55556,0.75816,0.856,1.0,0.12215,0.23618,0.38223,0.55556,0.75816,0.856,1.0
N00002969,4.56529960917879,BT746DN,105.3,BT126BA,104.0,BT126BA,True,94.5652996091788,318.5652996091788,195.3,255.3,0.37315,0.59695,0.71226,0.83017,0.92447,0.95712,1.0,0.10827,0.20061,0.33261,0.49478,0.71176,0.82539,1.0,0.09466,0.19882,0.34372,0.51504,0.72987,0.8369,1.0,0.09466,0.19882,0.34372,0.51504,0.72987,0.8369,1.0,0.30237,0.54712,0.66602,0.79013,0.90227,0.9435,1.0,0.0816,0.16995,0.30366,0.46581,0.69155,0.81112,1.0,0.12215,0.23618,0.38223,0.55556,0.75816,0.856,1.0,0.12215,0.23618,0.38223,0.55556,0.75816,0.856,1.0
N00002970,4.56529960917879,BT746DN,105.3,BT126BA,104.0,BT126BA,True,94.5652996091788,318.5652996091788,195.3,255.3,0.37315,0.59695,0.71226,0.83017,0.92447,0.95712,1.0,0.10827,0.20061,0.33261,0.49478,0.71176,0.82539,1.0,0.09466,0.19882,0.34372,0.51504,0.72987,0.8369,1.0,0.09466,0.19882,0.34372,0.51504,0.72987,0.8369,1.0,0.30237,0.54712,0.66602,0.79013,0.90227,0.9435,1.0,0.0816,0.16995,0.30366,0.46581,0.69155,0.81112,1.0,0.12215,0.23618,0.38223,0.55556,0.75816,0.856,1.0,0.12215,0.23618,0.38223,0.55556,0.75816,0.856,1.0
N00002971,2.554855,BT746DN,105.3,BT126BA,104.0,BT126BA,True,92.554855,316.554855,195.3,255.3,0.37463,0.59793,0.71314,0.83091,0.92486,0.95735,1.0,0.10888,0.20126,0.33321,0.49536,0.71216,0.82567,1.0,0.09544,0.19993,0.34491,0.51633,0.7308,0.83754,1.0,0.09544,0.19993,0.34491,0.51633,0.7308,0.83754,1.0,0.30237,0.54712,0.66602,0.79013,0.90227,0.9435,1.0,0.0816,0.16995,0.30366,0.46581,0.69155,0.81112,1.0,0.12215,0.23618,0.38223,0.55556,0.75816,0.856,1.0,0.12215,0.23618,0.38223,0.55556,0.75816,0.856,1.0
N00002972,4.56529960917879,BT746DN,105.3,BT126BA,104.0,BT126BA,True,94.5652996091788,318.5652996091788,195.3,255.3,0.37315,0.59695,0.71226,0.83017,0.92447,0.95712,1.0,0.10827,0.20061,0.33261,0.49478,0.71176,0.82539,1.0,0.09466,0.19882,0.34372,0.51504,0.72987,0.8369,1.0,0.09466,0.19882,0.34372,0.51504,0.72987,0.8369,1.0,0.30237,0.54712,0.66602,0.79013,0.90227,0.9435,1.0,0.0816,0.16995,0.30366,0.46581,0.69155,0.81112,1.0,0.12215,0.23618,0.38223,0.55556,0.75816,0.856,1.0,0.12215,0.23618,0.38223,0.55556,0.75816,0.856,1.0
N00002973,30.0802640216665,BT746DN,102.7,BT126BA,104.0,BT126BA,True,120.0802640216665,344.0802640216665,192.7,252.7,0.35455,0.58448,0.70091,0.82064,0.91933,0.954,1.0,0.10087,0.19247,0.32515,0.48743,0.70672,0.82186,1.0,0.08523,0.18506,0.32872,0.49861,0.71789,0.82863,1.0,0.08523,0.18506,0.32872,0.49861,0.71789,0.82863,1.0,0.3041,0.54842,0.66726,0.79124,0.90291,0.9439,1.0,0.0822,0.17069,0.30439,0.46656,0.69209,0.8115,1.0,0.12341,0.23782,0.38385,0.55721,0.75928,0.85675,1.0,0.12341,0.23782,0.38385,0.55721,0.75928,0.85675,1.0
N00002974,32.7101681851292,BT746DN,105.3,BT126BA,104.0,BT126BA,True,122.71016818512919,346.7101681851292,195.3,255.3,0.35265,0.58318,0.69973,0.81964,0.91878,0.95367,1.0,0.10013,0.19165,0.32438,0.48667,0.7062,0.82149,1.0,0.08431,0.18368,0.32719,0.49692,0.71663,0.82776,1.0,0.08431,0.18368,0.32719,0.49692,0.71663,0.82776,1.0,0.30237,0.54712,0.66602,0.79013,0.90227,0.9435,1.0,0.0816,0.16995,0.30366,0.46581,0.69155,0.81112,1.0,0.12215,0.23618,0.38223,0.55556,0.75816,0.856,1.0,0.12215,0.23618,0.38223,0.55556,0.75816,0.856,1.0
N00002975,27.4048869057523,BT746DN,101.4,BT126BA,104.0,BT126BA,True,117.4048869057523,341.4048869057523,191.4,251.4,0.35648,0.58579,0.70211,0.82166,0.91988,0.95434,1.0,0.10162,0.19331,0.32593,0.4882,0.70725,0.82223,1.0,0.08618,0.18647,0.33027,0.50034,0.71916,0.82952,1.0,0.08618,0.18647,0.33027,0.50034,0.71916,0.82952,1.0,0.30497,0.54907,0.66788,0.7918,0.90323,0.9441,1.0,0.08251,0.17106,0.30476,0.46693,0.69235,0.81169,1.0,0.12405,0.23864,0.38466,0.55804,0.75983,0.85712,1.0,0.12405,0.23864,0.38466,0.55804,0.75983,0.85712,1.0
N00002976,28.7486181479082,BT746DN,101.4,BT126BA,104.0,BT126BA,True,118.7486181479082,342.7486181479082,191.4,251.4,0.35551,0.58513,0.70151,0.82115,0.9196,0.95417,1.0,0.10124,0.19289,0.32554,0.48781,0.70698,0.82205,1.0,0.0857,0.18576,0.32949,0.49947,0.71852,0.82907,1.0,0.0857,0.18576,0.32949,0.49947,0.71852,0.82907,1.0,0.30497,0.54907,0.66788,0.7918,0.90323,0.9441,1.0,0.08251,0.17106,0.30476,0.46693,0.69235,0.81169,1.0,0.12405,0.23864,0.38466,0.55804,0.75983,0.85712,1.0,0.12405,0.23864,0.38466,0.55804,0.75983,0.85712,1.0
N00002977,30.0802640216665,BT746DN,104.0,BT126BA,104.0,BT126BA,True,120.0802640216665,344.0802640216665,194.0,254.0,0.35455,0.58448,0.70091,0.82064,0.91933,0.954,1.0,0.10087,0.19247,0.32515,0.48743,0.70672,0.82186,1.0,0.08523,0.18506,0.32872,0.49861,0.71789,0.82863,1.0,0.08523,0.18506,0.32872,0.49861,0.71789,0.82863,1.0,0.30324,0.54777,0.66664,0.79069,0.90259,0.9437,1.0,0.0819,0.17032,0.30403,0.46619,0.69182,0.81131,1.0,0.12278,0.237,0.38304,0.55639,0.75872,0.85637,1.0,0.12278,0.237,0.38304,0.55639,0.75872,0.85637,1.0
N00002978,26.0482389454077,BT746DN,94.9,BT126BA,104.0,BT126BA,True,116.0482389454077,340.0482389454077,184.9,244.9,0.35746,0.58646,0.70272,0.82218,0.92016,0.95451,1.0,0.10201,0.19374,0.32632,0.48859,0.70752,0.82242,1.0,0.08666,0.18718,0.33106,0.50121,0.7198,0.82996,1.0,0.08666,0.18718,0.33106,0.50121,0.7198,0.82996,1.0,0.30933,0.55233,0.67096,0.79456,0.90481,0.94508,1.0,0.08405,0.17293,0.30658,0.4688,0.69368,0.81264,1.0,0.12728,0.24277,0.38873,0.56217,0.76261,0.85896,1.0,0.12728,0.24277,0.38873,0.56217,0.76261,0.85896,1.0
N00002979,4.56529960917879,BT746DN,105.3,BT126BA,104.0,BT126BA,True,94.5652996091788,318.5652996091788,195.3,255.3,0.37315,0.59695,0.71226,0.83017,0.92447,0.95712,1.0,0.10827,0.20061,0.33261,0.49478,0.71176,0.82539,1.0,0.09466,0.19882,0.34372,0.51504,0.72987,0.8369,1.0,0.09466,0.19882,0.34372,0.51504,0.72987,0.8369,1.0,0.30237,0.54712,0.66602,0.79013,0.90227,0.9435,1.0,0.0816,0.16995,0.30366,0.46581,0.69155,0.81112,1.0,0.12215,0.23618,0.38223,0.55556,0.75816,0.856,1.0,0.12215,0.23618,0.38223,0.55556,0.75816,0.856,1.0
N00002980,2.554855,BT746DN,104.0,BT126BA,104.0,BT126BA,True,92.554855,316.554855,194.0,254.0,0.37463,0.59793,0.71314,0.83091,0.92486,0.95735,1.0,0.10888,0.20126,0.33321,0.49536,0.71216,0.82567,1.0,0.09544,0.19993,0.34491,0.51633,0.7308,0.83754,1.0,0.09544,0.19993,0.34491,0.51633,0.7308,0.83754,1.0,0.30324,0.54777,0.66664,0.79069,0.90259,0.9437,1.0,0.0819,0.17032,0.30403,0.46619,0.69182,0.81131,1.0,0.12278,0.237,0.38304,0.55639,0.75872,0.85637,1.0,0.12278,0.237,0.38304,0.55639,0.75872,0.85637,1.0
N00002981,2.554855,BT746DN,104.0,BT126BA,104.0,BT126BA,True,92.554855,316.554855,194.0,254.0,0.37463,0.59793,0.71314,0.83091,0.92486,0.95735,1.0,0.10888,0.20126,0.33321,0.49536,0.71216,0.82567,1.0,0.09544,0.19993,0.34491,0.51633,0.7308,0.83754,1.0,0.09544,0.19993,0.34491,0.51633,0.7308,0.83754,1.0,0.30324,0.54777,0.66664,0.79069,0.90259,0.9437,1.0,0.0819,0.17032,0.30403,0.46619,0.69182,0.81131,1.0,0.12278,0.237,0.38304,0.55639,0.75872,0.85637,1.0,0.12278,0.237,0.38304,0.55639,0.75872,0.85637,1.0
N00002982,2.554855,BT746DN,105.3,BT126BA,104.0,BT126BA,True,92.554855,316.554855,195.3,255.3,0.37463,0.59793,0.71314,0.83091,0.92486,0.95735,1.0,0.10888,0.20126,0.33321,0.49536,0.71216,0.82567,1.0,0.09544,0.19993,0.34491,0.51633,0.7308,0.83754,1.0,0.09544,0.19993,0.34491,0.51633,0.7308,0.83754,1.0,0.30237,0.54712,0.66602,0.79013,0.90227,0.9435,1.0,0.0816,0.16995,0.30366,0.46581,0.69155,0.81112,1.0,0.12215,0.23618,0.38223,0.55556,0.75816,0.856,1.0,0.12215,0.23618,0.38223,0.55556,0.75816,0.856,1.0
N00002983,4.56529960917879,BT746DN,106.6,BT126BA,104.0,BT126BA,True,94.5652996091788,318.5652996091788,196.6,256.6,0.37315,0.59695,0.71226,0.83017,0.92447,0.95712,1.0,0.10827,0.20061,0.33261,0.49478,0.71176,0.82539,1.0,0.09466,0.19882,0.34372,0.51504,0.72987,0.8369,1.0,0.09466,0.19882,0.34372,0.51504,0.72987,0.8369,1.0,0.30151,0.54647,0.6654,0.78957,0.90195,0.9433,1.0,0.08129,0.16958,0.3033,0.46544,0.69129,0.81093,1.0,0.12152,0.23537,0.38143,0.55473,0.7576,0.85563,1.0,0.12152,0.23537,0.38143,0.55473,0.7576,0.85563,1.0
