from_postcode,closest_ivt_time,closest_ivt_unit,closest_mt_time,closest_mt_unit,transfer_mt_time,transfer_mt_unit,mt_transfer_required,ivt_drip_ship,mt_drip_ship,ivt_mothership,mt_mothership,drip_ship_nlvo_ivt_mrs_dists_0,drip_ship_nlvo_ivt_mrs_dists_1,drip_ship_nlvo_ivt_mrs_dists_2,drip_ship_nlvo_ivt_mrs_dists_3,drip_ship_nlvo_ivt_mrs_dists_4,drip_ship_nlvo_ivt_mrs_dists_5,drip_ship_nlvo_ivt_mrs_dists_6,drip_ship_lvo_ivt_mrs_dists_0,drip_ship_lvo_ivt_mrs_dists_1,drip_ship_lvo_ivt_mrs_dists_2,drip_ship_lvo_ivt_mrs_dists_3,drip_ship_lvo_ivt_mrs_dists_4,drip_ship_lvo_ivt_mrs_dists_5,drip_ship_lvo_ivt_mrs_dists_6,drip_ship_lvo_ivt_mt_mrs_dists_0,drip_ship_lvo_ivt_mt_mrs_dists_1,drip_ship_lvo_ivt_mt_mrs_dists_2,drip_ship_lvo_ivt_mt_mrs_dists_3,drip_ship_lvo_ivt_mt_mrs_dists_4,drip_ship_lvo_ivt_mt_mrs_dists_5,drip_ship_lvo_ivt_mt_mrs_dists_6,drip_ship_lvo_mt_mrs_dists_0,drip_ship_lvo_mt_mrs_dists_1,drip_ship_lvo_mt_mrs_dists_2,drip_ship_lvo_mt_mrs_dists_3,drip_ship_lvo_mt_mrs_dists_4,drip_ship_lvo_mt_mrs_dists_5,drip_ship_lvo_mt_mrs_dists_6,mothership_nlvo_ivt_mrs_dists_0,mothership_nlvo_ivt_mrs_dists_1,mothership_nlvo_ivt_mrs_dists_2,mothership_nlvo_ivt_mrs_dists_3,mothership_nlvo_ivt_mrs_dists_4,mothership_nlvo_ivt_mrs_dists_5,mothership_nlvo_ivt_mrs_dists_6,mothership_lvo_ivt_mrs_dists_0,mothership_lvo_ivt_mrs_dists_1,mothership_lvo_ivt_mrs_dists_2,mothership_lvo_ivt_mrs_dists_3,mothership_lvo_ivt_mrs_dists_4,mothership_lvo_ivt_mrs_dists_5,mothership_lvo_ivt_mrs_dists_6,mothership_lvo_ivt_mt_mrs_dists_0,mothership_lvo_ivt_mt_mrs_dists_1,mothership_lvo_ivt_mt_mrs_dists_2,mothership_lvo_ivt_mt_mrs_dists_3,mothership_lvo_ivt_mt_mrs_dists_4,mothership_lvo_ivt_mt_mrs_dists_5,mothership_lvo_ivt_mt_mrs_dists_6,mothership_lvo_mt_mrs_dists_0,mothership_lvo_mt_mrs_dists_1,mothership_lvo_mt_mrs_dists_2,mothership_lvo_mt_mrs_dists_3,mothership_lvo_mt_mrs_dists_4,mothership_lvo_mt_mrs_dists_5,mothership_lvo_mt_mrs_dists_6
N00000573,21.8906326516112,BT412RL,40.372699739972,BT126BA,28.7486181479082,BT126BA,True,111.8906326516112,260.6392507995194,130.372699739972,190.372699739972,0.36047,0.58849,0.70458,0.82375,0.92101,0.95502,1.0,0.10319,0.19506,0.32754,0.48979,0.70834,0.823,1.0,0.11958,0.23285,0.37892,0.55216,0.75585,0.85446,1.0,0.11958,0.23285,0.37892,0.55216,0.75585,0.85446,1.0,0.34716,0.57941,0.69626,0.81668,0.91717,0.95268,1.0,0.09801,0.18926,0.32216,0.48447,0.70467,0.82042,1.0,0.15724,0.2793,0.42336,0.59639,0.78502,0.87363,1.0,0.15724,0.2793,0.42336,0.59639,0.78502,0.87363,1.0
N00000574,23.2922777214499,BT412RL,42.8625469209214,BT126BA,28.7486181479082,BT126BA,True,113.29227772144989,262.0408958693581,132.8625469209214,192.8625469209214,0.35945,0.58781,0.70396,0.82322,0.92073,0.95485,1.0,0.10279,0.19461,0.32713,0.48938,0.70807,0.82281,1.0,0.11892,0.23198,0.37805,0.55127,0.75524,0.85406,1.0,0.11892,0.23198,0.37805,0.55127,0.75524,0.85406,1.0,0.34539,0.57819,0.69513,0.81571,0.91664,0.95236,1.0,0.09733,0.18849,0.32144,0.48375,0.70417,0.82007,1.0,0.15575,0.27756,0.42176,0.59484,0.78403,0.87299,1.0,0.15575,0.27756,0.42176,0.59484,0.78403,0.87299,1.0
N00000575,32.7101681851292,BT521HS,54.9328533660975,BT126BA,69.8979386453122,BT126BA,True,122.71016818512919,312.6081068304414,144.9328533660975,204.9328533660975,0.35265,0.58318,0.69973,0.81964,0.91878,0.95367,1.0,0.10013,0.19165,0.32438,0.48667,0.7062,0.82149,1.0,0.09699,0.20214,0.34727,0.51887,0.73262,0.83878,1.0,0.09699,0.20214,0.34727,0.51887,0.73262,0.83878,1.0,0.33684,0.57222,0.68961,0.81096,0.91402,0.95075,1.0,0.09409,0.18479,0.31796,0.48028,0.70176,0.81837,1.0,0.14872,0.26922,0.41402,0.58732,0.77919,0.86985,1.0,0.14872,0.26922,0.41402,0.58732,0.77919,0.86985,1.0
N00000576,37.8526650536016,BT412RL,54.9328533660975,BT126BA,28.7486181479082,BT126BA,True,127.8526650536016,276.6012832015098,144.9328533660975,204.9328533660975,0.34896,0.58065,0.6974,0.81766,0.9177,0.95301,1.0,0.0987,0.19004,0.32289,0.48519,0.70517,0.82077,1.0,0.1122,0.22308,0.36907,0.54197,0.74886,0.84979,1.0,0.1122,0.22308,0.36907,0.54197,0.74886,0.84979,1.0,0.33684,0.57222,0.68961,0.81096,0.91402,0.95075,1.0,0.09409,0.18479,0.31796,0.48028,0.70176,0.81837,1.0,0.14872,0.26922,0.41402,0.58732,0.77919,0.86985,1.0,0.14872,0.26922,0.41402,0.58732,0.77919,0.86985,1.0
N00000577,36.5804618603731,BT521HS,56.1100223905244,BT126BA,69.8979386453122,BT126BA,True,126.5804618603731,316.4784005056853,146.1100223905244,206.1100223905244,0.34988,0.58128,0.69798,0.81815,0.91797,0.95317,1.0,0.09905,0.19044,0.32326,0.48556,0.70543,0.82095,1.0,0.09547,0.19997,0.34496,0.51638,0.73083,0.83756,1.0,0.09547,0.19997,0.34496,0.51638,0.73083,0.83756,1.0,0.33602,0.57164,0.68907,0.81049,0.91376,0.9506,1.0,0.09378,0.18443,0.31762,0.47994,0.70152,0.8182,1.0,0.14804,0.26842,0.41327,0.58659,0.77871,0.86954,1.0,0.14804,0.26842,0.41327,0.58659,0.77871,0.86954,1.0
N00000578,35.2996111471651,BT412RL,53.7507676882285,BT126BA,28.7486181479082,BT126BA,True,125.29961114716511,274.0482292950733,143.7507676882285,203.7507676882285,0.35079,0.58191,0.69856,0.81864,0.91824,0.95333,1.0,0.09941,0.19084,0.32363,0.48593,0.70568,0.82113,1.0,0.11335,0.22463,0.37064,0.5436,0.74999,0.85054,1.0,0.11335,0.22463,0.37064,0.5436,0.74999,0.85054,1.0,0.33768,0.5728,0.69016,0.81143,0.91428,0.95091,1.0,0.0944,0.18515,0.3183,0.48062,0.70199,0.81853,1.0,0.14939,0.27003,0.41478,0.58806,0.77967,0.87016,1.0,0.14939,0.27003,0.41478,0.58806,0.77967,0.87016,1.0
N00000579,32.7101681851292,BT412RL,51.3712344516913,BT126BA,28.7486181479082,BT126BA,True,122.71016818512919,271.4587863330374,141.3712344516913,201.3712344516913,0.35265,0.58318,0.69973,0.81964,0.91878,0.95367,1.0,0.10013,0.19165,0.32438,0.48667,0.7062,0.82149,1.0,0.11453,0.2262,0.37223,0.54526,0.75113,0.85131,1.0,0.11453,0.2262,0.37223,0.54526,0.75113,0.85131,1.0,0.33935,0.57398,0.69125,0.81237,0.9148,0.95123,1.0,0.09504,0.18587,0.31899,0.4813,0.70247,0.81887,1.0,0.15076,0.27167,0.4163,0.58955,0.78063,0.87078,1.0,0.15076,0.27167,0.4163,0.58955,0.78063,0.87078,1.0
N00000580,31.4005615242259,BT521HS,51.3712344516913,BT126BA,69.8979386453122,BT126BA,True,121.4005615242259,311.2985001695381,141.3712344516913,201.3712344516913,0.3536,0.58383,0.70032,0.82014,0.91905,0.95383,1.0,0.1005,0.19206,0.32476,0.48705,0.70646,0.82168,1.0,0.09751,0.20287,0.34805,0.51971,0.73322,0.83919,1.0,0.09751,0.20287,0.34805,0.51971,0.73322,0.83919,1.0,0.33935,0.57398,0.69125,0.81237,0.9148,0.95123,1.0,0.09504,0.18587,0.31899,0.4813,0.70247,0.81887,1.0,0.15076,0.27167,0.4163,0.58955,0.78063,0.87078,1.0,0.15076,0.27167,0.4163,0.58955,0.78063,0.87078,1.0
N00000581,30.0802640216665,BT412RL,47.7609862792756,BT126BA,28.7486181479082,BT126BA,True,120.0802640216665,268.8288821695747,137.76098627927558,197.76098627927558,0.35455,0.58448,0.70091,0.82064,0.91933,0.954,1.0,0.10087,0.19247,0.32515,0.48743,0.70672,0.82186,1.0,0.11574,0.2278,0.37385,0.54694,0.75228,0.85208,1.0,0.11574,0.2278,0.37385,0.54694,0.75228,0.85208,1.0,0.34191,0.57577,0.6929,0.8138,0.91558,0.95171,1.0,0.096,0.18698,0.32003,0.48234,0.70319,0.81938,1.0,0.15287,0.27416,0.41861,0.5918,0.78208,0.87173,1.0,0.15287,0.27416,0.41861,0.5918,0.78208,0.87173,1.0
N00000582,21.8906326516112,BT412RL,36.5804618603731,BT126BA,28.7486181479082,BT126BA,True,111.8906326516112,260.6392507995194,126.5804618603731,186.5804618603731,0.36047,0.58849,0.70458,0.82375,0.92101,0.95502,1.0,0.10319,0.19506,0.32754,0.48979,0.70834,0.823,1.0,0.11958,0.23285,0.37892,0.55216,0.75585,0.85446,1.0,0.11958,0.23285,0.37892,0.55216,0.75585,0.85446,1.0,0.34988,0.58128,0.69798,0.81815,0.91797,0.95317,1.0,0.09905,0.19044,0.32326,0.48556,0.70543,0.82095,1.0,0.15952,0.28196,0.4258,0.59873,0.78652,0.87461,1.0,0.15952,0.28196,0.4258,0.59873,0.78652,0.87461,1.0
N00000583,19.0326579023751,BT412RL,37.8526650536016,BT126BA,28.7486181479082,BT126BA,True,109.03265790237509,257.7812760502833,127.8526650536016,187.85266505360158,0.36255,0.58989,0.70586,0.82482,0.92159,0.95537,1.0,0.10402,0.19596,0.32837,0.49061,0.70891,0.8234,1.0,0.12095,0.23463,0.38069,0.55398,0.75709,0.85529,1.0,0.12095,0.23463,0.38069,0.55398,0.75709,0.85529,1.0,0.34896,0.58065,0.6974,0.81766,0.9177,0.95301,1.0,0.0987,0.19004,0.32289,0.48519,0.70517,0.82077,1.0,0.15875,0.28107,0.42498,0.59795,0.78602,0.87428,1.0,0.15875,0.28107,0.42498,0.59795,0.78602,0.87428,1.0
N00000584,17.5725337832552,BT412RL,36.5804618603731,BT126BA,28.7486181479082,BT126BA,True,107.5725337832552,256.3211519311634,126.5804618603731,186.5804618603731,0.36361,0.59061,0.70651,0.82537,0.92189,0.95555,1.0,0.10444,0.19643,0.3288,0.49103,0.7092,0.8236,1.0,0.12165,0.23554,0.3816,0.55491,0.75772,0.85571,1.0,0.12165,0.23554,0.3816,0.55491,0.75772,0.85571,1.0,0.34988,0.58128,0.69798,0.81815,0.91797,0.95317,1.0,0.09905,0.19044,0.32326,0.48556,0.70543,0.82095,1.0,0.15952,0.28196,0.4258,0.59873,0.78652,0.87461,1.0,0.15952,0.28196,0.4258,0.59873,0.78652,0.87461,1.0
N00000585,26.0482389454077,BT412RL,36.5804618603731,BT126BA,28.7486181479082,BT126BA,True,116.0482389454077,264.7968570933159,126.5804618603731,186.5804618603731,0.35746,0.58646,0.70272,0.82218,0.92016,0.95451,1.0,0.10201,0.19374,0.32632,0.48859,0.70752,0.82242,1.0,0.11762,0.23028,0.37634,0.54951,0.75404,0.85326,1.0,0.11762,0.23028,0.37634,0.54951,0.75404,0.85326,1.0,0.34988,0.58128,0.69798,0.81815,0.91797,0.95317,1.0,0.09905,0.19044,0.32326,0.48556,0.70543,0.82095,1.0,0.15952,0.28196,0.4258,0.59873,0.78652,0.87461,1.0,0.15952,0.28196,0.4258,0.59873,0.78652,0.87461,1.0
N00000586,23.2922777214499,BT412RL,35.2996111471651,BT126BA,28.7486181479082,BT126BA,True,113.29227772144989,262.0408958693581,125.29961114716511,185.2996111471651,0.35945,0.58781,0.70396,0.82322,0.92073,0.95485,1.0,0.10279,0.19461,0.32713,0.48938,0.70807,0.82281,1.0,0.11892,0.23198,0.37805,0.55127,0.75524,0.85406,1.0,0.11892,0.23198,0.37805,0.55127,0.75524,0.85406,1.0,0.35079,0.58191,0.69856,0.81864,0.91824,0.95333,1.0,0.09941,0.19084,0.32363,0.48593,0.70568,0.82113,1.0,0.1603,0.28287,0.42662,0.59953,0.78702,0.87493,1.0,0.1603,0.28287,0.42662,0.59953,0.78702,0.87493,1.0
N00000587,20.4713346082219,BT412RL,40.372699739972,BT126BA,28.7486181479082,BT126BA,True,110.4713346082219,259.2199527561301,130.372699739972,190.372699739972,0.3615,0.58919,0.70522,0.82428,0.9213,0.9552,1.0,0.1036,0.19551,0.32795,0.4902,0.70863,0.8232,1.0,0.12026,0.23373,0.3798,0.55307,0.75647,0.85487,1.0,0.12026,0.23373,0.3798,0.55307,0.75647,0.85487,1.0,0.34716,0.57941,0.69626,0.81668,0.91717,0.95268,1.0,0.09801,0.18926,0.32216,0.48447,0.70467,0.82042,1.0,0.15724,0.2793,0.42336,0.59639,0.78502,0.87363,1.0,0.15724,0.2793,0.42336,0.59639,0.78502,0.87363,1.0
N00000588,20.4713346082219,BT412RL,40.372699739972,BT126BA,28.7486181479082,BT126BA,True,110.4713346082219,259.2199527561301,130.372699739972,190.372699739972,0.3615,0.58919,0.70522,0.82428,0.9213,0.9552,1.0,0.1036,0.19551,0.32795,0.4902,0.70863,0.8232,1.0,0.12026,0.23373,0.3798,0.55307,0.75647,0.85487,1.0,0.12026,0.23373,0.3798,0.55307,0.75647,0.85487,1.0,0.34716,0.57941,0.69626,0.81668,0.91717,0.95268,1.0,0.09801,0.18926,0.32216,0.48447,0.70467,0.82042,1.0,0.15724,0.2793,0.42336,0.59639,0.78502,0.87363,1.0,0.15724,0.2793,0.42336,0.59639,0.78502,0.87363,1.0
N00000589,24.6777297765005,BT412RL,42.8625469209214,BT126BA,28.7486181479082,BT126BA,True,114.6777297765005,263.4263479244087,132.8625469209214,192.8625469209214,0.35845,0.58713,0.70334,0.82269,0.92044,0.95468,1.0,0.1024,0.19417,0.32672,0.48898,0.70779,0.82261,1.0,0.11827,0.23112,0.37719,0.55039,0.75464,0.85366,1.0,0.11827,0.23112,0.37719,0.55039,0.75464,0.85366,1.0,0.34539,0.57819,0.69513,0.81571,0.91664,0.95236,1.0,0.09733,0.18849,0.32144,0.48375,0.70417,0.82007,1.0,0.15575,0.27756,0.42176,0.59484,0.78403,0.87299,1.0,0.15575,0.27756,0.42176,0.59484,0.78403,0.87299,1.0
N00000590,20.4713346082219,BT412RL,40.372699739972,BT126BA,28.7486181479082,BT126BA,True,110.4713346082219,259.2199527561301,130.372699739972,190.372699739972,0.3615,0.58919,0.70522,0.82428,0.9213,0.9552,1.0,0.1036,0.19551,0.32795,0.4902,0.70863,0.8232,1.0,0.12026,0.23373,0.3798,0.55307,0.75647,0.85487,1.0,0.12026,0.23373,0.3798,0.55307,0.75647,0.85487,1.0,0.34716,0.57941,0.69626,0.81668,0.91717,0.95268,1.0,0.09801,0.18926,0.32216,0.48447,0.70467,0.82042,1.0,0.15724,0.2793,0.42336,0.59639,0.78502,0.87363,1.0,0.15724,0.2793,0.42336,0.59639,0.78502,0.87363,1.0
N00000591,24.6777297765005,BT412RL,44.0969174783216,BT126BA,28.7486181479082,BT126BA,True,114.6777297765005,263.4263479244087,134.0969174783216,194.0969174783216,0.35845,0.58713,0.70334,0.82269,0.92044,0.95468,1.0,0.1024,0.19417,0.32672,0.48898,0.70779,0.82261,1.0,0.11827,0.23112,0.37719,0.55039,0.75464,0.85366,1.0,0.11827,0.23112,0.37719,0.55039,0.75464,0.85366,1.0,0.34451,0.57758,0.69457,0.81523,0.91637,0.95219,1.0,0.09699,0.18811,0.32108,0.4834,0.70393,0.8199,1.0,0.15502,0.2767,0.42096,0.59407,0.78354,0.87268,1.0,0.15502,0.2767,0.42096,0.59407,0.78354,0.87268,1.0
N00000592,20.4713346082219,BT412RL,40.372699739972,BT126BA,28.7486181479082,BT126BA,True,110.4713346082219,259.2199527561301,130.372699739972,190.372699739972,0.3615,0.58919,0.70522,0.82428,0.9213,0.9552,1.0,0.1036,0.19551,0.32795,0.4902,0.70863,0.8232,1.0,0.12026,0.23373,0.3798,0.55307,0.75647,0.85487,1.0,0.12026,0.23373,0.3798,0.55307,0.75647,0.85487,1.0,0.34716,0.57941,0.69626,0.81668,0.91717,0.95268,1.0,0.09801,0.18926,0.32216,0.48447,0.70467,0.82042,1.0,0.15724,0.2793,0.42336,0.59639,0.78502,0.87363,1.0,0.15724,0.2793,0.42336,0.59639,0.78502,0.87363,1.0
N00000593,24.6777297765005,BT412RL,44.0969174783216,BT126BA,28.7486181479082,BT126BA,True,114.6777297765005,263.4263479244087,134.0969174783216,194.0969174783216,0.35845,0.58713,0.70334,0.82269,0.92044,0.95468,1.0,0.1024,0.19417,0.32672,0.48898,0.70779,0.82261,1.0,0.11827,0.23112,0.37719,0.55039,0.75464,0.85366,1.0,0.11827,0.23112,0.37719,0.55039,0.75464,0.85366,1.0,0.34451,0.57758,0.69457,0.81523,0.91637,0.95219,1.0,0.09699,0.18811,0.32108,0.4834,0.70393,0.8199,1.0,0.15502,0.2767,0.42096,0.59407,0.78354,0.87268,1.0,0.15502,0.2767,0.42096,0.59407,0.78354,0.87268,1.0
N00000594,20.4713346082219,BT412RL,39.1166217609521,BT126BA,28.7486181479082,BT126BA,True,110.4713346082219,259.2199527561301,129.1166217609521,189.1166217609521,0.3615,0.58919,0.70522,0.82428,0.9213,0.9552,1.0,0.1036,0.19551,0.32795,0.4902,0.70863,0.8232,1.0,0.12026,0.23373,0.3798,0.55307,0.75647,0.85487,1.0,0.12026,0.23373,0.3798,0.55307,0.75647,0.85487,1.0,0.34806,0.58003,0.69683,0.81717,0.91743,0.95284,1.0,0.09835,0.18965,0.32253,0.48483,0.70492,0.8206,1.0,0.15799,0.28018,0.42417,0.59716,0.78552,0.87396,1.0,0.15799,0.28018,0.42417,0.59716,0.78552,0.87396,1.0
N00000595,20.4713346082219,BT412RL,40.372699739972,BT126BA,28.7486181479082,BT126BA,True,110.4713346082219,259.2199527561301,130.372699739972,190.372699739972,0.3615,0.58919,0.70522,0.82428,0.9213,0.9552,1.0,0.1036,0.19551,0.32795,0.4902,0.70863,0.8232,1.0,0.12026,0.23373,0.3798,0.55307,0.75647,0.85487,1.0,0.12026,0.23373,0.3798,0.55307,0.75647,0.85487,1.0,0.34716,0.57941,0.69626,0.81668,0.91717,0.95268,1.0,0.09801,0.18926,0.32216,0.48447,0.70467,0.82042,1.0,0.15724,0.2793,0.42336,0.59639,0.78502,0.87363,1.0,0.15724,0.2793,0.42336,0.59639,0.78502,0.87363,1.0
N00000596,19.0326579023751,BT412RL,37.8526650536016,BT126BA,28.7486181479082,BT126BA,True,109.03265790237509,257.7812760502833,127.8526650536016,187.85266505360158,0.36255,0.58989,0.70586,0.82482,0.92159,0.95537,1.0,0.10402,0.19596,0.32837,0.49061,0.70891,0.8234,1.0,0.12095,0.23463,0.38069,0.55398,0.75709,0.85529,1.0,0.12095,0.23463,0.38069,0.55398,0.75709,0.85529,1.0,0.34896,0.58065,0.6974,0.81766,0.9177,0.95301,1.0,0.0987,0.19004,0.32289,0.48519,0.70517,0.82077,1.0,0.15875,0.28107,0.42498,0.59795,0.78602,0.87428,1.0,0.15875,0.28107,0.42498,0.59795,0.78602,0.87428,1.0
N00000597,20.4713346082219,BT412RL,40.372699739972,BT126BA,28.7486181479082,BT126BA,True,110.4713346082219,259.2199527561301,130.372699739972,190.372699739972,0.3615,0.58919,0.70522,0.82428,0.9213,0.9552,1.0,0.1036,0.19551,0.32795,0.4902,0.70863,0.8232,1.0,0.12026,0.23373,0.3798,0.55307,0.75647,0.85487,1.0,0.12026,0.23373,0.3798,0.55307,0.75647,0.85487,1.0,0.34716,0.57941,0.69626,0.81668,0.91717,0.95268,1.0,0.09801,0.18926,0.32216,0.48447,0.70467,0.82042,1.0,0.15724,0.2793,0.42336,0.59639,0.78502,0.87363,1.0,0.15724,0.2793,0.42336,0.59639,0.78502,0.87363,1.0
N00000598,20.4713346082219,BT412RL,40.372699739972,BT126BA,28.7486181479082,BT126BA,True,110.4713346082219,259.2199527561301,130.372699739972,190.372699739972,0.3615,0.58919,0.70522,0.82428,0.9213,0.9552,1.0,0.1036,0.19551,0.32795,0.4902,0.70863,0.8232,1.0,0.12026,0.23373,0.3798,0.55307,0.75647,0.85487,1.0,0.12026,0.23373,0.3798,0.55307,0.75647,0.85487,1.0,0.34716,0.57941,0.69626,0.81668,0.91717,0.95268,1.0,0.09801,0.18926,0.32216,0.48447,0.70467,0.82042,1.0,0.15724,0.2793,0.42336,0.59639,0.78502,0.87363,1.0,0.15724,0.2793,0.42336,0.59639,0.78502,0.87363,1.0
N00000599,21.8906326516112,BT412RL,40.372699739972,BT126BA,28.7486181479082,BT126BA,True,111.8906326516112,260.6392507995194,130.372699739972,190.372699739972,0.36047,0.58849,0.70458,0.82375,0.92101,0.95502,1.0,0.10319,0.19506,0.32754,0.48979,0.70834,0.823,1.0,0.11958,0.23285,0.37892,0.55216,0.75585,0.85446,1.0,0.11958,0.23285,0.37892,0.55216,0.75585,0.85446,1.0,0.34716,0.57941,0.69626,0.81668,0.91717,0.95268,1.0,0.09801,0.18926,0.32216,0.48447,0.70467,0.82042,1.0,0.15724,0.2793,0.42336,0.59639,0.78502,0.87363,1.0,0.15724,0.2793,0.42336,0.59639,0.78502,0.87363,1.0
N00000600,20.4713346082219,BT412RL,39.1166217609521,BT126BA,28.7486181479082,BT126BA,True,110.4713346082219,259.2199527561301,129.1166217609521,189.1166217609521,0.3615,0.58919,0.70522,0.82428,0.9213,0.9552,1.0,0.1036,0.19551,0.32795,0.4902,0.70863,0.8232,1.0,0.12026,0.23373,0.3798,0.55307,0.75647,0.85487,1.0,0.12026,0.23373,0.3798,0.55307,0.75647,0.85487,1.0,0.34806,0.58003,0.69683,0.81717,0.91743,0.95284,1.0,0.09835,0.18965,0.32253,0.48483,0.70492,0.8206,1.0,0.15799,0.28018,0.42417,0.59716,0.78552,0.87396,1.0,0.15799,0.28018,0.42417,0.59716,0.78552,0.87396,1.0
N00000601,20.4713346082219,BT412RL,40.372699739972,BT126BA,28.7486181479082,BT126BA,True,110.4713346082219,259.2199527561301,130.372699739972,190.372699739972,0.3615,0.58919,0.70522,0.82428,0.9213,0.9552,1.0,0.1036,0.19551,0.32795,0.4902,0.70863,0.8232,1.0,0.12026,0.23373,0.3798,0.55307,0.75647,0.85487,1.0,0.12026,0.23373,0.3798,0.55307,0.75647,0.85487,1.0,0.34716,0.57941,0.69626,0.81668,0.91717,0.95268,1.0,0.09801,0.18926,0.32216,0.48447,0.70467,0.82042,1.0,0.15724,0.2793,0.42336,0.59639,0.78502,0.87363,1.0,0.15724,0.2793,0.42336,0.59639,0.78502,0.87363,1.0
N00000602,20.4713346082219,BT412RL,39.1166217609521,BT126BA,28.7486181479082,BT126BA,True,110.4713346082219,259.2199527561301,129.1166217609521,189.1166217609521,0.3615,0.58919,0.70522,0.82428,0.9213,0.9552,1.0,0.1036,0.19551,0.32795,0.4902,0.70863,0.8232,1.0,0.12026,0.23373,0.3798,0.55307,0.75647,0.85487,1.0,0.12026,0.23373,0.3798,0.55307,0.75647,0.85487,1.0,0.34806,0.58003,0.69683,0.81717,0.91743,0.95284,1.0,0.09835,0.18965,0.32253,0.48483,0.70492,0.8206,1.0,0.15799,0.28018,0.42417,0.59716,0.78552,0.87396,1.0,0.15799,0.28018,0.42417,0.59716,0.78552,0.87396,1.0
N00000603,16.0884404323873,BT412RL,36.5804618603731,BT126BA,28.7486181479082,BT126BA,True,106.0884404323873,254.8370585802955,126.5804618603731,186.5804618603731,0.3647,0.59133,0.70717,0.82592,0.92219,0.95573,1.0,0.10487,0.1969,0.32923,0.49146,0.70949,0.8238,1.0,0.12237,0.23648,0.38252,0.55585,0.75836,0.85613,1.0,0.12237,0.23648,0.38252,0.55585,0.75836,0.85613,1.0,0.34988,0.58128,0.69798,0.81815,0.91797,0.95317,1.0,0.09905,0.19044,0.32326,0.48556,0.70543,0.82095,1.0,0.15952,0.28196,0.4258,0.59873,0.78652,0.87461,1.0,0.15952,0.28196,0.4258,0.59873,0.78652,0.87461,1.0
N00000604,14.5772411907136,BT412RL,35.2996111471651,BT126BA,28.7486181479082,BT126BA,True,104.57724119071361,253.3258593386218,125.29961114716511,185.2996111471651,0.3658,0.59207,0.70784,0.82648,0.92249,0.95592,1.0,0.10531,0.19739,0.32967,0.49189,0.70979,0.82401,1.0,0.12311,0.23743,0.38346,0.55682,0.75901,0.85657,1.0,0.12311,0.23743,0.38346,0.55682,0.75901,0.85657,1.0,0.35079,0.58191,0.69856,0.81864,0.91824,0.95333,1.0,0.09941,0.19084,0.32363,0.48593,0.70568,0.82113,1.0,0.1603,0.28287,0.42662,0.59953,0.78702,0.87493,1.0,0.1603,0.28287,0.42662,0.59953,0.78702,0.87493,1.0
N00000605,14.5772411907136,BT412RL,35.2996111471651,BT126BA,28.7486181479082,BT126BA,True,104.57724119071361,253.3258593386218,125.29961114716511,185.2996111471651,0.3658,0.59207,0.70784,0.82648,0.92249,0.95592,1.0,0.10531,0.19739,0.32967,0.49189,0.70979,0.82401,1.0,0.12311,0.23743,0.38346,0.55682,0.75901,0.85657,1.0,0.12311,0.23743,0.38346,0.55682,0.75901,0.85657,1.0,0.35079,0.58191,0.69856,0.81864,0.91824,0.95333,1.0,0.09941,0.19084,0.32363,0.48593,0.70568,0.82113,1.0,0.1603,0.28287,0.42662,0.59953,0.78702,0.87493,1.0,0.1603,0.28287,0.42662,0.59953,0.78702,0.87493,1.0
N00000606,16.0884404323873,BT412RL,35.2996111471651,BT126BA,28.7486181479082,BT126BA,True,106.0884404323873,254.8370585802955,125.29961114716511,185.2996111471651,0.3647,0.59133,0.70717,0.82592,0.92219,0.95573,1.0,0.10487,0.1969,0.32923,0.49146,0.70949,0.8238,1.0,0.12237,0.23648,0.38252,0.55585,0.75836,0.85613,1.0,0.12237,0.23648,0.38252,0.55585,0.75836,0.85613,1.0,0.35079,0.58191,0.69856,0.81864,0.91824,0.95333,1.0,0.09941,0.19084,0.32363,0.48593,0.70568,0.82113,1.0,0.1603,0.28287,0.42662,0.59953,0.78702,0.87493,1.0,0.1603,0.28287,0.42662,0.59953,0.78702,0.87493,1.0
N00000607,14.5772411907136,BT412RL,35.2996111471651,BT126BA,28.7486181479082,BT126BA,True,104.57724119071361,253.3258593386218,125.29961114716511,185.2996111471651,0.3658,0.59207,0.70784,0.82648,0.92249,0.95592,1.0,0.10531,0.19739,0.32967,0.49189,0.70979,0.82401,1.0,0.12311,0.23743,0.38346,0.55682,0.75901,0.85657,1.0,0.12311,0.23743,0.38346,0.55682,0.75901,0.85657,1.0,0.35079,0.58191,0.69856,0.81864,0.91824,0.95333,1.0,0.09941,0.19084,0.32363,0.48593,0.70568,0.82113,1.0,0.1603,0.28287,0.42662,0.59953,0.78702,0.87493,1.0,0.1603,0.28287,0.42662,0.59953,0.78702,0.87493,1.0
