lsoa,closest_ivt_time,closest_ivt_unit,closest_mt_time,closest_mt_unit,transfer_mt_time,transfer_mt_unit,mt_transfer_required,ivt_drip_ship,mt_drip_ship,ivt_mothership,mt_mothership,drip_ship_nlvo_ivt_added_utility,drip_ship_nlvo_ivt_mean_mrs,drip_ship_nlvo_ivt_mrs_less_equal_2,drip_ship_nlvo_ivt_mrs_shift,drip_ship_nlvo_ivt_added_mrs_less_equal_2,drip_ship_lvo_ivt_added_utility,drip_ship_lvo_ivt_mean_mrs,drip_ship_lvo_ivt_mrs_less_equal_2,drip_ship_lvo_ivt_mrs_shift,drip_ship_lvo_ivt_added_mrs_less_equal_2,drip_ship_lvo_ivt_mt_added_utility,drip_ship_lvo_ivt_mt_mean_mrs,drip_ship_lvo_ivt_mt_mrs_less_equal_2,drip_ship_lvo_ivt_mt_mrs_shift,drip_ship_lvo_ivt_mt_added_mrs_less_equal_2,drip_ship_lvo_mt_added_utility,drip_ship_lvo_mt_mean_mrs,drip_ship_lvo_mt_mrs_less_equal_2,drip_ship_lvo_mt_mrs_shift,drip_ship_lvo_mt_added_mrs_less_equal_2,mothership_nlvo_ivt_added_utility,mothership_nlvo_ivt_mean_mrs,mothership_nlvo_ivt_mrs_less_equal_2,mothership_nlvo_ivt_mrs_shift,mothership_nlvo_ivt_added_mrs_less_equal_2,mothership_lvo_ivt_added_utility,mothership_lvo_ivt_mean_mrs,mothership_lvo_ivt_mrs_less_equal_2,mothership_lvo_ivt_mrs_shift,mothership_lvo_ivt_added_mrs_less_equal_2,mothership_lvo_ivt_mt_added_utility,mothership_lvo_ivt_mt_mean_mrs,mothership_lvo_ivt_mt_mrs_less_equal_2,mothership_lvo_ivt_mt_mrs_shift,mothership_lvo_ivt_mt_added_mrs_less_equal_2,mothership_lvo_mt_added_utility,mothership_lvo_mt_mean_mrs,mothership_lvo_mt_mrs_less_equal_2,mothership_lvo_mt_mrs_shift,mothership_lvo_mt_added_mrs_less_equal_2,drip_ship_lvo_mix_added_utility,drip_ship_lvo_mix_mrs_less_equal_2,drip_ship_lvo_mix_mrs_shift,drip_ship_lvo_mix_added_mrs_less_equal_2,mothership_lvo_mix_added_utility,mothership_lvo_mix_mrs_less_equal_2,mothership_lvo_mix_mrs_shift,mothership_lvo_mix_added_mrs_less_equal_2,drip_ship_weighted_added_utility,drip_ship_weighted_mrs_less_equal_2,drip_ship_weighted_mrs_shift,drip_ship_weighted_added_mrs_less_equal_2,mothership_weighted_added_utility,mothership_weighted_mrs_less_equal_2,mothership_weighted_mrs_shift,mothership_weighted_added_mrs_less_equal_2,drip_ship_weighted_treated_added_utility,drip_ship_weighted_treated_mrs_less_equal_2,drip_ship_weighted_treated_mrs_shift,drip_ship_weighted_treated_added_mrs_less_equal_2,mothership_weighted_treated_added_utility,mothership_weighted_treated_mrs_less_equal_2,mothership_weighted_treated_mrs_shift,mothership_weighted_treated_added_mrs_less_equal_2
N00003786,36.5804618603731,BT635QQ,53.7507676882285,BT126BA,37.8526650536016,BT126BA,True,126.5804618603731,284.4331269139747,143.7507676882285,203.7507676882285,0.1091,1.68158,0.69798,-0.59842,0.11798,0.05347,3.37531,0.32326,-0.26469,0.05826,0.09459,3.17881,0.36428,-0.46119,0.09928,0.09459,3.17881,0.36428,-0.46119,0.09928,0.10197,1.72274,0.69016,-0.55726,0.11016,0.04876,3.401,0.3183,-0.239,0.0533,0.14201,2.92791,0.41478,-0.71209,0.14978,0.14201,2.92791,0.41478,-0.71209,0.14978,0.0914,0.3611,-0.44596,0.0961,0.13478,0.4073,-0.67543,0.1423,0.02493,0.13142,-0.12978,0.02661,0.02949,0.13625,-0.1535,0.03145,0.10018,0.52813,-0.52155,0.10695,0.11851,0.54755,-0.61684,0.12637
N00003787,37.8526650536016,BT635QQ,54.9328533660975,BT126BA,37.8526650536016,BT126BA,True,127.8526650536016,285.7053301072032,144.9328533660975,204.9328533660975,0.10858,1.68461,0.6974,-0.59539,0.1174,0.05312,3.37722,0.32289,-0.26278,0.05789,0.09385,3.18266,0.3635,-0.45734,0.0985,0.09385,3.18266,0.3635,-0.45734,0.0985,0.10147,1.72559,0.68961,-0.55441,0.10961,0.04843,3.40276,0.31796,-0.23724,0.05296,0.14131,2.93168,0.41402,-0.70832,0.14902,0.14131,2.93168,0.41402,-0.70832,0.14902,0.09069,0.36035,-0.44226,0.09535,0.13411,0.40658,-0.67182,0.14158,0.02478,0.13126,-0.12895,0.02645,0.02935,0.13609,-0.15269,0.03129,0.09956,0.52747,-0.51819,0.10628,0.11793,0.54691,-0.6136,0.12573
N00003788,37.8526650536016,BT635QQ,53.7507676882285,BT126BA,37.8526650536016,BT126BA,True,127.8526650536016,285.7053301072032,143.7507676882285,203.7507676882285,0.10858,1.68461,0.6974,-0.59539,0.1174,0.05312,3.37722,0.32289,-0.26278,0.05789,0.09385,3.18266,0.3635,-0.45734,0.0985,0.09385,3.18266,0.3635,-0.45734,0.0985,0.10197,1.72274,0.69016,-0.55726,0.11016,0.04876,3.401,0.3183,-0.239,0.0533,0.14201,2.92791,0.41478,-0.71209,0.14978,0.14201,2.92791,0.41478,-0.71209,0.14978,0.09069,0.36035,-0.44226,0.09535,0.13478,0.4073,-0.67543,0.1423,0.02478,0.13126,-0.12895,0.02645,0.02949,0.13625,-0.1535,0.03145,0.09956,0.52747,-0.51819,0.10628,0.11851,0.54755,-0.61684,0.12637
N00003789,40.372699739972,BT635QQ,57.2824173957882,BT126BA,37.8526650536016,BT126BA,True,130.372699739972,288.2253647935736,147.2824173957882,207.2824173957882,0.10754,1.69064,0.69626,-0.58936,0.11626,0.05242,3.38101,0.32216,-0.25899,0.05716,0.09239,3.19028,0.36197,-0.44972,0.09697,0.09239,3.19028,0.36197,-0.44972,0.09697,0.10049,1.73126,0.68853,-0.54874,0.10853,0.04779,3.40625,0.31729,-0.23375,0.05229,0.13991,2.93916,0.41252,-0.70084,0.14752,0.13991,2.93916,0.41252,-0.70084,0.14752,0.08929,0.35889,-0.43494,0.09389,0.13277,0.40514,-0.66464,0.14014,0.02447,0.13093,-0.12728,0.02612,0.02906,0.13578,-0.15109,0.03097,0.09834,0.52616,-0.5115,0.10498,0.11677,0.54565,-0.60718,0.12447
N00003790,39.1166217609521,BT635QQ,56.1100223905244,BT126BA,37.8526650536016,BT126BA,True,129.1166217609521,286.9692868145537,146.1100223905244,206.1100223905244,0.10805,1.68763,0.69683,-0.59237,0.11683,0.05277,3.37912,0.32253,-0.26088,0.05753,0.09312,3.18648,0.36273,-0.45352,0.09773,0.09312,3.18648,0.36273,-0.45352,0.09773,0.10098,1.72843,0.68907,-0.55157,0.10907,0.04811,3.40451,0.31762,-0.23549,0.05262,0.14061,2.93543,0.41327,-0.70457,0.14827,0.14061,2.93543,0.41327,-0.70457,0.14827,0.08999,0.35961,-0.43859,0.09461,0.13344,0.40586,-0.66822,0.14086,0.02462,0.13109,-0.12811,0.02629,0.0292,0.13594,-0.15189,0.03113,0.09895,0.52681,-0.51484,0.10563,0.11735,0.54628,-0.61038,0.1251
N00003791,44.0969174783216,BT635QQ,60.7722753147343,BT126BA,37.8526650536016,BT126BA,True,134.0969174783216,291.9495825319232,150.77227531473432,210.77227531473432,0.10599,1.69955,0.69457,-0.58045,0.11457,0.0514,3.38659,0.32108,-0.25341,0.05608,0.09024,3.20151,0.35971,-0.43849,0.09471,0.09024,3.20151,0.35971,-0.43849,0.09471,0.09902,1.73969,0.68692,-0.54031,0.10692,0.04684,3.41142,0.31629,-0.22858,0.05129,0.13783,2.95026,0.41029,-0.68974,0.14529,0.13783,2.95026,0.41029,-0.68974,0.14529,0.08723,0.35672,-0.42415,0.09172,0.13078,0.40301,-0.654,0.13801,0.02402,0.13045,-0.12483,0.02564,0.02862,0.13531,-0.14872,0.03051,0.09653,0.52423,-0.50164,0.10305,0.11503,0.54377,-0.59763,0.12259
N00003792,41.6212373612667,BT635QQ,58.4501735056364,BT126BA,37.8526650536016,BT126BA,True,131.6212373612667,289.4739024148683,148.4501735056364,208.4501735056364,0.10702,1.69362,0.69569,-0.58638,0.11569,0.05208,3.38288,0.3218,-0.25712,0.0568,0.09167,3.19405,0.36121,-0.44595,0.09621,0.09167,3.19405,0.36121,-0.44595,0.09621,0.1,1.73408,0.68799,-0.54592,0.10799,0.04748,3.40798,0.31695,-0.23202,0.05195,0.13921,2.94287,0.41177,-0.69713,0.14677,0.13921,2.94287,0.41177,-0.69713,0.14677,0.0886,0.35816,-0.43132,0.09316,0.1321,0.40442,-0.66109,0.13942,0.02432,0.13077,-0.12646,0.02596,0.02891,0.13562,-0.1503,0.03082,0.09773,0.52551,-0.5082,0.10433,0.11619,0.54502,-0.60399,0.12384
N00003793,44.0969174783216,BT635QQ,60.7722753147343,BT126BA,37.8526650536016,BT126BA,True,134.0969174783216,291.9495825319232,150.77227531473432,210.77227531473432,0.10599,1.69955,0.69457,-0.58045,0.11457,0.0514,3.38659,0.32108,-0.25341,0.05608,0.09024,3.20151,0.35971,-0.43849,0.09471,0.09024,3.20151,0.35971,-0.43849,0.09471,0.09902,1.73969,0.68692,-0.54031,0.10692,0.04684,3.41142,0.31629,-0.22858,0.05129,0.13783,2.95026,0.41029,-0.68974,0.14529,0.13783,2.95026,0.41029,-0.68974,0.14529,0.08723,0.35672,-0.42415,0.09172,0.13078,0.40301,-0.654,0.13801,0.02402,0.13045,-0.12483,0.02564,0.02862,0.13531,-0.14872,0.03051,0.09653,0.52423,-0.50164,0.10305,0.11503,0.54377,-0.59763,0.12259
N00003794,45.3246173009173,BT635QQ,61.9268585241596,BT126BA,37.8526650536016,BT126BA,True,135.3246173009173,293.1772823545189,151.9268585241596,211.9268585241596,0.10548,1.70249,0.69401,-0.57751,0.11401,0.05106,3.38843,0.32073,-0.25157,0.05573,0.08953,3.20521,0.35896,-0.43479,0.09396,0.08953,3.20521,0.35896,-0.43479,0.09396,0.09853,1.74248,0.68639,-0.53752,0.10639,0.04653,3.41313,0.31595,-0.22687,0.05095,0.13715,2.95392,0.40956,-0.68608,0.14456,0.13715,2.95392,0.40956,-0.68608,0.14456,0.08655,0.356,-0.42059,0.091,0.13013,0.40231,-0.6505,0.13731,0.02387,0.13029,-0.12402,0.02548,0.02848,0.13516,-0.14793,0.03035,0.09594,0.52359,-0.49839,0.10241,0.11446,0.54316,-0.59448,0.12198
N00003795,48.9701057321922,BT635QQ,64.2236410011559,BT126BA,37.8526650536016,BT126BA,True,138.9701057321922,296.8227707857938,154.2236410011559,214.2236410011559,0.10397,1.71124,0.69234,-0.56876,0.11234,0.05006,3.39388,0.31968,-0.24612,0.05468,0.08743,3.21617,0.35675,-0.42383,0.09175,0.08743,3.21617,0.35675,-0.42383,0.09175,0.09756,1.74804,0.68533,-0.53196,0.10533,0.0459,3.41652,0.3153,-0.22348,0.0503,0.13579,2.9612,0.40809,-0.6788,0.14309,0.13579,2.9612,0.40809,-0.6788,0.14309,0.08453,0.35388,-0.41006,0.08888,0.12882,0.4009,-0.64352,0.1359,0.02343,0.12982,-0.12162,0.02501,0.0282,0.13485,-0.14637,0.03005,0.09417,0.52169,-0.48875,0.10051,0.11332,0.54192,-0.58821,0.12074
N00003796,46.5458959812848,BT635QQ,63.0772787396216,BT126BA,37.8526650536016,BT126BA,True,136.5458959812848,294.3985610348864,153.0772787396216,213.0772787396216,0.10498,1.70542,0.69345,-0.57458,0.11345,0.05073,3.39026,0.32038,-0.24974,0.05538,0.08882,3.20889,0.35822,-0.43111,0.09322,0.08882,3.20889,0.35822,-0.43111,0.09322,0.09805,1.74526,0.68586,-0.53474,0.10586,0.04622,3.41483,0.31562,-0.22517,0.05062,0.13647,2.95757,0.40882,-0.68243,0.14382,0.13647,2.95757,0.40882,-0.68243,0.14382,0.08587,0.35529,-0.41706,0.09029,0.12948,0.4016,-0.647,0.1366,0.02373,0.13013,-0.12322,0.02533,0.02834,0.13501,-0.14715,0.0302,0.09534,0.52295,-0.49516,0.10177,0.11389,0.54254,-0.59134,0.12136
N00003797,45.3246173009173,BT635QQ,60.7722753147343,BT126BA,37.8526650536016,BT126BA,True,135.3246173009173,293.1772823545189,150.77227531473432,210.77227531473432,0.10548,1.70249,0.69401,-0.57751,0.11401,0.05106,3.38843,0.32073,-0.25157,0.05573,0.08953,3.20521,0.35896,-0.43479,0.09396,0.08953,3.20521,0.35896,-0.43479,0.09396,0.09902,1.73969,0.68692,-0.54031,0.10692,0.04684,3.41142,0.31629,-0.22858,0.05129,0.13783,2.95026,0.41029,-0.68974,0.14529,0.13783,2.95026,0.41029,-0.68974,0.14529,0.08655,0.356,-0.42059,0.091,0.13078,0.40301,-0.654,0.13801,0.02387,0.13029,-0.12402,0.02548,0.02862,0.13531,-0.14872,0.03051,0.09594,0.52359,-0.49839,0.10241,0.11503,0.54377,-0.59763,0.12259
N00003798,47.7609862792756,BT635QQ,64.2236410011559,BT126BA,37.8526650536016,BT126BA,True,137.76098627927558,295.6136513328772,154.2236410011559,214.2236410011559,0.10447,1.70834,0.6929,-0.57166,0.1129,0.0504,3.39207,0.32003,-0.24793,0.05503,0.08812,3.21254,0.35749,-0.42746,0.09249,0.08812,3.21254,0.35749,-0.42746,0.09249,0.09756,1.74804,0.68533,-0.53196,0.10533,0.0459,3.41652,0.3153,-0.22348,0.0503,0.13579,2.9612,0.40809,-0.6788,0.14309,0.13579,2.9612,0.40809,-0.6788,0.14309,0.0852,0.35459,-0.41355,0.08959,0.12882,0.4009,-0.64352,0.1359,0.02358,0.12998,-0.12242,0.02517,0.0282,0.13485,-0.14637,0.03005,0.09475,0.52233,-0.49194,0.10115,0.11332,0.54192,-0.58821,0.12074
N00003799,61.9268585241596,BT126BA,61.9268585241596,BT126BA,0.0,BT126BA,False,151.9268585241596,211.9268585241596,151.9268585241596,211.9268585241596,0.09853,1.74248,0.68639,-0.53752,0.10639,0.04653,3.41313,0.31595,-0.22687,0.05095,0.13715,2.95392,0.40956,-0.68608,0.14456,0.13715,2.95392,0.40956,-0.68608,0.14456,0.09853,1.74248,0.68639,-0.53752,0.10639,0.04653,3.41313,0.31595,-0.22687,0.05095,0.13715,2.95392,0.40956,-0.68608,0.14456,0.13715,2.95392,0.40956,-0.68608,0.14456,0.13013,0.40231,-0.6505,0.13731,0.13013,0.40231,-0.6505,0.13731,0.02848,0.13516,-0.14793,0.03035,0.02848,0.13516,-0.14793,0.03035,0.11446,0.54316,-0.59448,0.12198,0.11446,0.54316,-0.59448,0.12198
N00003800,61.9268585241596,BT126BA,61.9268585241596,BT126BA,0.0,BT126BA,False,151.9268585241596,211.9268585241596,151.9268585241596,211.9268585241596,0.09853,1.74248,0.68639,-0.53752,0.10639,0.04653,3.41313,0.31595,-0.22687,0.05095,0.13715,2.95392,0.40956,-0.68608,0.14456,0.13715,2.95392,0.40956,-0.68608,0.14456,0.09853,1.74248,0.68639,-0.53752,0.10639,0.04653,3.41313,0.31595,-0.22687,0.05095,0.13715,2.95392,0.40956,-0.68608,0.14456,0.13715,2.95392,0.40956,-0.68608,0.14456,0.13013,0.40231,-0.6505,0.13731,0.13013,0.40231,-0.6505,0.13731,0.02848,0.13516,-0.14793,0.03035,0.02848,0.13516,-0.14793,0.03035,0.11446,0.54316,-0.59448,0.12198,0.11446,0.54316,-0.59448,0.12198
N00003801,63.0772787396216,BT126BA,63.0772787396216,BT126BA,0.0,BT126BA,False,153.0772787396216,213.0772787396216,153.0772787396216,213.0772787396216,0.09805,1.74526,0.68586,-0.53474,0.10586,0.04622,3.41483,0.31562,-0.22517,0.05062,0.13647,2.95757,0.40882,-0.68243,0.14382,0.13647,2.95757,0.40882,-0.68243,0.14382,0.09805,1.74526,0.68586,-0.53474,0.10586,0.04622,3.41483,0.31562,-0.22517,0.05062,0.13647,2.95757,0.40882,-0.68243,0.14382,0.13647,2.95757,0.40882,-0.68243,0.14382,0.12948,0.4016,-0.647,0.1366,0.12948,0.4016,-0.647,0.1366,0.02834,0.13501,-0.14715,0.0302,0.02834,0.13501,-0.14715,0.0302,0.11389,0.54254,-0.59134,0.12136,0.11389,0.54254,-0.59134,0.12136
N00003802,64.2236410011559,BT126BA,64.2236410011559,BT126BA,0.0,BT126BA,False,154.2236410011559,214.2236410011559,154.2236410011559,214.2236410011559,0.09756,1.74804,0.68533,-0.53196,0.10533,0.0459,3.41652,0.3153,-0.22348,0.0503,0.13579,2.9612,0.40809,-0.6788,0.14309,0.13579,2.9612,0.40809,-0.6788,0.14309,0.09756,1.74804,0.68533,-0.53196,0.10533,0.0459,3.41652,0.3153,-0.22348,0.0503,0.13579,2.9612,0.40809,-0.6788,0.14309,0.13579,2.9612,0.40809,-0.6788,0.14309,0.12882,0.4009,-0.64352,0.1359,0.12882,0.4009,-0.64352,0.1359,0.0282,0.13485,-0.14637,0.03005,0.0282,0.13485,-0.14637,0.03005,0.11332,0.54192,-0.58821,0.12074,0.11332,0.54192,-0.58821,0.12074
N00003803,63.0772787396216,BT126BA,63.0772787396216,BT126BA,0.0,BT126BA,False,153.0772787396216,213.0772787396216,153.0772787396216,213.0772787396216,0.09805,1.74526,0.68586,-0.53474,0.10586,0.04622,3.41483,0.31562,-0.22517,0.05062,0.13647,2.95757,0.40882,-0.68243,0.14382,0.13647,2.95757,0.40882,-0.68243,0.14382,0.09805,1.74526,0.68586,-0.53474,0.10586,0.04622,3.41483,0.31562,-0.22517,0.05062,0.13647,2.95757,0.40882,-0.68243,0.14382,0.13647,2.95757,0.40882,-0.68243,0.14382,0.12948,0.4016,-0.647,0.1366,0.12948,0.4016,-0.647,0.1366,0.02834,0.13501,-0.14715,0.0302,0.02834,0.13501,-0.14715,0.0302,0.11389,0.54254,-0.59134,0.12136,0.11389,0.54254,-0.59134,0.12136
N00003804,63.0772787396216,BT635QQ,64.2236410011559,BT126BA,37.8526650536016,BT126BA,True,153.0772787396216,310.9299437932232,154.2236410011559,214.2236410011559,0.09805,1.74526,0.68586,-0.53474,0.10586,0.04622,3.41483,0.31562,-0.22517,0.05062,0.07932,3.25835,0.34827,-0.38165,0.08327,0.07932,3.25835,0.34827,-0.38165,0.08327,0.09756,1.74804,0.68533,-0.53196,0.10533,0.0459,3.41652,0.3153,-0.22348,0.0503,0.13579,2.9612,0.40809,-0.6788,0.14309,0.13579,2.9612,0.40809,-0.6788,0.14309,0.07676,0.34574,-0.36952,0.08074,0.12882,0.4009,-0.64352,0.1359,0.02173,0.128,-0.11234,0.02319,0.0282,0.13485,-0.14637,0.03005,0.08731,0.51438,-0.45144,0.09319,0.11332,0.54192,-0.58821,0.12074
N00003805,63.0772787396216,BT635QQ,64.2236410011559,BT126BA,37.8526650536016,BT126BA,True,153.0772787396216,310.9299437932232,154.2236410011559,214.2236410011559,0.09805,1.74526,0.68586,-0.53474,0.10586,0.04622,3.41483,0.31562,-0.22517,0.05062,0.07932,3.25835,0.34827,-0.38165,0.08327,0.07932,3.25835,0.34827,-0.38165,0.08327,0.09756,1.74804,0.68533,-0.53196,0.10533,0.0459,3.41652,0.3153,-0.22348,0.0503,0.13579,2.9612,0.40809,-0.6788,0.14309,0.13579,2.9612,0.40809,-0.6788,0.14309,0.07676,0.34574,-0.36952,0.08074,0.12882,0.4009,-0.64352,0.1359,0.02173,0.128,-0.11234,0.02319,0.0282,0.13485,-0.14637,0.03005,0.08731,0.51438,-0.45144,0.09319,0.11332,0.54192,-0.58821,0.12074
N00003806,63.0772787396216,BT126BA,63.0772787396216,BT126BA,0.0,BT126BA,False,153.0772787396216,213.0772787396216,153.0772787396216,213.0772787396216,0.09805,1.74526,0.68586,-0.53474,0.10586,0.04622,3.41483,0.31562,-0.22517,0.05062,0.13647,2.95757,0.40882,-0.68243,0.14382,0.13647,2.95757,0.40882,-0.68243,0.14382,0.09805,1.74526,0.68586,-0.53474,0.10586,0.04622,3.41483,0.31562,-0.22517,0.05062,0.13647,2.95757,0.40882,-0.68243,0.14382,0.13647,2.95757,0.40882,-0.68243,0.14382,0.12948,0.4016,-0.647,0.1366,0.12948,0.4016,-0.647,0.1366,0.02834,0.13501,-0.14715,0.0302,0.02834,0.13501,-0.14715,0.0302,0.11389,0.54254,-0.59134,0.12136,0.11389,0.54254,-0.59134,0.12136
N00003807,63.0772787396216,BT635QQ,64.2236410011559,BT126BA,37.8526650536016,BT126BA,True,153.0772787396216,310.9299437932232,154.2236410011559,214.2236410011559,0.09805,1.74526,0.68586,-0.53474,0.10586,0.04622,3.41483,0.31562,-0.22517,0.05062,0.07932,3.25835,0.34827,-0.38165,0.08327,0.07932,3.25835,0.34827,-0.38165,0.08327,0.09756,1.74804,0.68533,-0.53196,0.10533,0.0459,3.41652,0.3153,-0.22348,0.0503,0.13579,2.9612,0.40809,-0.6788,0.14309,0.13579,2.9612,0.40809,-0.6788,0.14309,0.07676,0.34574,-0.36952,0.08074,0.12882,0.4009,-0.64352,0.1359,0.02173,0.128,-0.11234,0.02319,0.0282,0.13485,-0.14637,0.03005,0.08731,0.51438,-0.45144,0.09319,0.11332,0.54192,-0.58821,0.12074
N00003808,64.2236410011559,BT126BA,64.2236410011559,BT126BA,0.0,BT126BA,False,154.2236410011559,214.2236410011559,154.2236410011559,214.2236410011559,0.09756,1.74804,0.68533,-0.53196,0.10533,0.0459,3.41652,0.3153,-0.22348,0.0503,0.13579,2.9612,0.40809,-0.6788,0.14309,0.13579,2.9612,0.40809,-0.6788,0.14309,0.09756,1.74804,0.68533,-0.53196,0.10533,0.0459,3.41652,0.3153,-0.22348,0.0503,0.13579,2.9612,0.40809,-0.6788,0.14309,0.13579,2.9612,0.40809,-0.6788,0.14309,0.12882,0.4009,-0.64352,0.1359,0.12882,0.4009,-0.64352,0.1359,0.0282,0.13485,-0.14637,0.03005,0.0282,0.13485,-0.14637,0.03005,0.11332,0.54192,-0.58821,0.12074,0.11332,0.54192,-0.58821,0.12074
N00003809,64.2236410011559,BT126BA,64.2236410011559,BT126BA,0.0,BT126BA,False,154.2236410011559,214.2236410011559,154.2236410011559,214.2236410011559,0.09756,1.74804,0.68533,-0.53196,0.10533,0.0459,3.41652,0.3153,-0.22348,0.0503,0.13579,2.9612,0.40809,-0.6788,0.14309,0.13579,2.9612,0.40809,-0.6788,0.14309,0.09756,1.74804,0.68533,-0.53196,0.10533,0.0459,3.41652,0.3153,-0.22348,0.0503,0.13579,2.9612,0.40809,-0.6788,0.14309,0.13579,2.9612,0.40809,-0.6788,0.14309,0.12882,0.4009,-0.64352,0.1359,0.12882,0.4009,-0.64352,0.1359,0.0282,0.13485,-0.14637,0.03005,0.0282,0.13485,-0.14637,0.03005,0.11332,0.54192,-0.58821,0.12074,0.11332,0.54192,-0.58821,0.12074
N00003810,64.2236410011559,BT126BA,64.2236410011559,BT126BA,0.0,BT126BA,False,154.2236410011559,214.2236410011559,154.2236410011559,214.2236410011559,0.09756,1.74804,0.68533,-0.53196,0.10533,0.0459,3.41652,0.3153,-0.22348,0.0503,0.13579,2.9612,0.40809,-0.6788,0.14309,0.13579,2.9612,0.40809,-0.6788,0.14309,0.09756,1.74804,0.68533,-0.53196,0.10533,0.0459,3.41652,0.3153,-0.22348,0.0503,0.13579,2.9612,0.40809,-0.6788,0.14309,0.13579,2.9612,0.40809,-0.6788,0.14309,0.12882,0.4009,-0.64352,0.1359,0.12882,0.4009,-0.64352,0.1359,0.0282,0.13485,-0.14637,0.03005,0.0282,0.13485,-0.14637,0.03005,0.11332,0.54192,-0.58821,0.12074,0.11332,0.54192,-0.58821,0.12074
