lsoa,closest_ivt_time,closest_ivt_unit,closest_mt_time,closest_mt_unit,transfer_mt_time,transfer_mt_unit,mt_transfer_required,ivt_drip_ship,mt_drip_ship,ivt_mothership,mt_mothership,drip_ship_nlvo_ivt_added_utility,drip_ship_nlvo_ivt_mean_mrs,drip_ship_nlvo_ivt_mrs_less_equal_2,drip_ship_nlvo_ivt_mrs_shift,drip_ship_nlvo_ivt_added_mrs_less_equal_2,drip_ship_lvo_ivt_added_utility,drip_ship_lvo_ivt_mean_mrs,drip_ship_lvo_ivt_mrs_less_equal_2,drip_ship_lvo_ivt_mrs_shift,drip_ship_lvo_ivt_added_mrs_less_equal_2,drip_ship_lvo_ivt_mt_added_utility,drip_ship_lvo_ivt_mt_mean_mrs,drip_ship_lvo_ivt_mt_mrs_less_equal_2,drip_ship_lvo_ivt_mt_mrs_shift,drip_ship_lvo_ivt_mt_added_mrs_less_equal_2,drip_ship_lvo_mt_added_utility,drip_ship_lvo_mt_mean_mrs,drip_ship_lvo_mt_mrs_less_equal_2,drip_ship_lvo_mt_mrs_shift,drip_ship_lvo_mt_added_mrs_less_equal_2,mothership_nlvo_ivt_added_utility,mothership_nlvo_ivt_mean_mrs,mothership_nlvo_ivt_mrs_less_equal_2,mothership_nlvo_ivt_mrs_shift,mothership_nlvo_ivt_added_mrs_less_equal_2,mothership_lvo_ivt_added_utility,mothership_lvo_ivt_mean_mrs,mothership_lvo_ivt_mrs_less_equal_2,mothership_lvo_ivt_mrs_shift,mothership_lvo_ivt_added_mrs_less_equal_2,mothership_lvo_ivt_mt_added_utility,mothership_lvo_ivt_mt_mean_mrs,mothership_lvo_ivt_mt_mrs_less_equal_2,mothership_lvo_ivt_mt_mrs_shift,mothership_lvo_ivt_mt_added_mrs_less_equal_2,mothership_lvo_mt_added_utility,mothership_lvo_mt_mean_mrs,mothership_lvo_mt_mrs_less_equal_2,mothership_lvo_mt_mrs_shift,mothership_lvo_mt_added_mrs_less_equal_2,drip_ship_lvo_mix_added_utility,drip_ship_lvo_mix_mrs_less_equal_2,drip_ship_lvo_mix_mrs_shift,drip_ship_lvo_mix_added_mrs_less_equal_2,mothership_lvo_mix_added_utility,mothership_lvo_mix_mrs_less_equal_2,mothership_lvo_mix_mrs_shift,mothership_lvo_mix_added_mrs_less_equal_2,drip_ship_weighted_added_utility,drip_ship_weighted_mrs_less_equal_2,drip_ship_weighted_mrs_shift,drip_ship_weighted_added_mrs_less_equal_2,mothership_weighted_added_utility,mothership_weighted_mrs_less_equal_2,mothership_weighted_mrs_shift,mothership_weighted_added_mrs_less_equal_2,drip_ship_weighted_treated_added_utility,drip_ship_weighted_treated_mrs_less_equal_2,drip_ship_weighted_treated_mrs_shift,drip_ship_weighted_treated_added_mrs_less_equal_2,mothership_weighted_treated_added_utility,mothership_weighted_treated_mrs_less_equal_2,mothership_weighted_treated_mrs_shift,mothership_weighted_treated_added_mrs_less_equal_2
N00000016,9.83402616304834,BT412RL,30.0802640216665,BT126BA,28.7486181479082,BT126BA,True,99.83402616304834,248.5826443109565,120.0802640216665,180.0802640216665,0.11999,1.61824,0.70994,-0.66176,0.12994,0.06088,3.33467,0.33107,-0.30533,0.06607,0.1155,3.06893,0.38642,-0.57107,0.12142,0.1155,3.06893,0.38642,-0.57107,0.12142,0.11177,1.6661,0.70091,-0.6139,0.12091,0.05526,3.3655,0.32515,-0.2745,0.06015,0.15613,2.85187,0.42999,-0.78813,0.16499,0.15613,2.85187,0.42999,-0.78813,0.16499,0.11127,0.38213,-0.55048,0.11713,0.14831,0.42187,-0.74833,0.15687,0.02876,0.13554,-0.15071,0.03073,0.0324,0.13941,-0.16963,0.0346,0.11559,0.54466,-0.60565,0.12348,0.13019,0.56022,-0.68168,0.13904
N00000017,9.83402616304834,BT412RL,28.7486181479082,BT126BA,28.7486181479082,BT126BA,True,99.83402616304834,248.5826443109565,118.7486181479082,178.7486181479082,0.11999,1.61824,0.70994,-0.66176,0.12994,0.06088,3.33467,0.33107,-0.30533,0.06607,0.1155,3.06893,0.38642,-0.57107,0.12142,0.1155,3.06893,0.38642,-0.57107,0.12142,0.11232,1.66293,0.70151,-0.61707,0.12151,0.05563,3.36349,0.32554,-0.27651,0.06054,0.15693,2.84756,0.43085,-0.79244,0.16585,0.15693,2.84756,0.43085,-0.79244,0.16585,0.11127,0.38213,-0.55048,0.11713,0.14908,0.42269,-0.75246,0.15769,0.02876,0.13554,-0.15071,0.03073,0.03256,0.13958,-0.17054,0.03478,0.11559,0.54466,-0.60565,0.12348,0.13085,0.56093,-0.68533,0.13975
N00000018,11.4562670706944,BT412RL,27.4048869057523,BT126BA,28.7486181479082,BT126BA,True,101.4562670706944,250.2048852186026,117.4048869057523,177.4048869057523,0.11933,1.62206,0.70922,-0.65794,0.12922,0.06043,3.33716,0.33059,-0.30284,0.06559,0.11455,3.07396,0.38541,-0.56604,0.12041,0.11455,3.07396,0.38541,-0.56604,0.12041,0.11287,1.65974,0.70211,-0.62026,0.12211,0.056,3.36145,0.32593,-0.27855,0.06093,0.15774,2.84321,0.43172,-0.79679,0.16672,0.15774,2.84321,0.43172,-0.79679,0.16672,0.11036,0.38116,-0.54564,0.11616,0.14986,0.42352,-0.75663,0.15852,0.02857,0.13533,-0.14963,0.03052,0.03273,0.13976,-0.17146,0.03495,0.11481,0.54382,-0.60132,0.12264,0.13152,0.56165,-0.68902,0.14047
N00000019,9.83402616304834,BT412RL,27.4048869057523,BT126BA,28.7486181479082,BT126BA,True,99.83402616304834,248.5826443109565,117.4048869057523,177.4048869057523,0.11999,1.61824,0.70994,-0.66176,0.12994,0.06088,3.33467,0.33107,-0.30533,0.06607,0.1155,3.06893,0.38642,-0.57107,0.12142,0.1155,3.06893,0.38642,-0.57107,0.12142,0.11287,1.65974,0.70211,-0.62026,0.12211,0.056,3.36145,0.32593,-0.27855,0.06093,0.15774,2.84321,0.43172,-0.79679,0.16672,0.15774,2.84321,0.43172,-0.79679,0.16672,0.11127,0.38213,-0.55048,0.11713,0.14986,0.42352,-0.75663,0.15852,0.02876,0.13554,-0.15071,0.03073,0.03273,0.13976,-0.17146,0.03495,0.11559,0.54466,-0.60565,0.12348,0.13152,0.56165,-0.68902,0.14047
N00000020,9.83402616304834,BT412RL,27.4048869057523,BT126BA,28.7486181479082,BT126BA,True,99.83402616304834,248.5826443109565,117.4048869057523,177.4048869057523,0.11999,1.61824,0.70994,-0.66176,0.12994,0.06088,3.33467,0.33107,-0.30533,0.06607,0.1155,3.06893,0.38642,-0.57107,0.12142,0.1155,3.06893,0.38642,-0.57107,0.12142,0.11287,1.65974,0.70211,-0.62026,0.12211,0.056,3.36145,0.32593,-0.27855,0.06093,0.15774,2.84321,0.43172,-0.79679,0.16672,0.15774,2.84321,0.43172,-0.79679,0.16672,0.11127,0.38213,-0.55048,0.11713,0.14986,0.42352,-0.75663,0.15852,0.02876,0.13554,-0.15071,0.03073,0.03273,0.13976,-0.17146,0.03495,0.11559,0.54466,-0.60565,0.12348,0.13152,0.56165,-0.68902,0.14047
N00000021,9.83402616304834,BT412RL,27.4048869057523,BT126BA,28.7486181479082,BT126BA,True,99.83402616304834,248.5826443109565,117.4048869057523,177.4048869057523,0.11999,1.61824,0.70994,-0.66176,0.12994,0.06088,3.33467,0.33107,-0.30533,0.06607,0.1155,3.06893,0.38642,-0.57107,0.12142,0.1155,3.06893,0.38642,-0.57107,0.12142,0.11287,1.65974,0.70211,-0.62026,0.12211,0.056,3.36145,0.32593,-0.27855,0.06093,0.15774,2.84321,0.43172,-0.79679,0.16672,0.15774,2.84321,0.43172,-0.79679,0.16672,0.11127,0.38213,-0.55048,0.11713,0.14986,0.42352,-0.75663,0.15852,0.02876,0.13554,-0.15071,0.03073,0.03273,0.13976,-0.17146,0.03495,0.11559,0.54466,-0.60565,0.12348,0.13152,0.56165,-0.68902,0.14047
N00000022,9.83402616304834,BT412RL,27.4048869057523,BT126BA,28.7486181479082,BT126BA,True,99.83402616304834,248.5826443109565,117.4048869057523,177.4048869057523,0.11999,1.61824,0.70994,-0.66176,0.12994,0.06088,3.33467,0.33107,-0.30533,0.06607,0.1155,3.06893,0.38642,-0.57107,0.12142,0.1155,3.06893,0.38642,-0.57107,0.12142,0.11287,1.65974,0.70211,-0.62026,0.12211,0.056,3.36145,0.32593,-0.27855,0.06093,0.15774,2.84321,0.43172,-0.79679,0.16672,0.15774,2.84321,0.43172,-0.79679,0.16672,0.11127,0.38213,-0.55048,0.11713,0.14986,0.42352,-0.75663,0.15852,0.02876,0.13554,-0.15071,0.03073,0.03273,0.13976,-0.17146,0.03495,0.11559,0.54466,-0.60565,0.12348,0.13152,0.56165,-0.68902,0.14047
N00000023,9.83402616304834,BT412RL,27.4048869057523,BT126BA,28.7486181479082,BT126BA,True,99.83402616304834,248.5826443109565,117.4048869057523,177.4048869057523,0.11999,1.61824,0.70994,-0.66176,0.12994,0.06088,3.33467,0.33107,-0.30533,0.06607,0.1155,3.06893,0.38642,-0.57107,0.12142,0.1155,3.06893,0.38642,-0.57107,0.12142,0.11287,1.65974,0.70211,-0.62026,0.12211,0.056,3.36145,0.32593,-0.27855,0.06093,0.15774,2.84321,0.43172,-0.79679,0.16672,0.15774,2.84321,0.43172,-0.79679,0.16672,0.11127,0.38213,-0.55048,0.11713,0.14986,0.42352,-0.75663,0.15852,0.02876,0.13554,-0.15071,0.03073,0.03273,0.13976,-0.17146,0.03495,0.11559,0.54466,-0.60565,0.12348,0.13152,0.56165,-0.68902,0.14047
N00000024,20.4713346082219,BT412RL,24.6777297765005,BT126BA,28.7486181479082,BT126BA,True,110.4713346082219,259.2199527561301,114.6777297765005,174.67772977650048,0.11569,1.64331,0.70522,-0.63669,0.12522,0.05792,3.35092,0.32795,-0.28908,0.06295,0.10927,3.1018,0.3798,-0.5382,0.1148,0.10927,3.1018,0.3798,-0.5382,0.1148,0.11398,1.65327,0.70334,-0.62673,0.12334,0.05675,3.35732,0.32672,-0.28268,0.06172,0.15937,2.83437,0.43348,-0.80563,0.16848,0.15937,2.83437,0.43348,-0.80563,0.16848,0.10529,0.37578,-0.5189,0.11078,0.15142,0.42521,-0.76511,0.16021,0.02748,0.13416,-0.14366,0.02935,0.03306,0.14013,-0.17332,0.03532,0.11045,0.53912,-0.5773,0.11794,0.13286,0.56311,-0.6965,0.14193
N00000025,21.8906326516112,BT126BA,21.8906326516112,BT126BA,0.0,BT126BA,False,111.8906326516112,171.8906326516112,111.8906326516112,171.8906326516112,0.11511,1.64667,0.70458,-0.63333,0.12458,0.05753,3.35308,0.32754,-0.28692,0.06254,0.16104,2.82532,0.43529,-0.81468,0.17029,0.16104,2.82532,0.43529,-0.81468,0.17029,0.11511,1.64667,0.70458,-0.63333,0.12458,0.05753,3.35308,0.32754,-0.28692,0.06254,0.16104,2.82532,0.43529,-0.81468,0.17029,0.16104,2.82532,0.43529,-0.81468,0.17029,0.15302,0.42694,-0.77378,0.16194,0.15302,0.42694,-0.77378,0.16194,0.0334,0.1405,-0.17522,0.03569,0.0334,0.1405,-0.17522,0.03569,0.13422,0.5646,-0.70414,0.14342,0.13422,0.5646,-0.70414,0.14342
N00000026,20.4713346082219,BT412RL,21.8906326516112,BT126BA,28.7486181479082,BT126BA,True,110.4713346082219,259.2199527561301,111.8906326516112,171.8906326516112,0.11569,1.64331,0.70522,-0.63669,0.12522,0.05792,3.35092,0.32795,-0.28908,0.06295,0.10927,3.1018,0.3798,-0.5382,0.1148,0.10927,3.1018,0.3798,-0.5382,0.1148,0.11511,1.64667,0.70458,-0.63333,0.12458,0.05753,3.35308,0.32754,-0.28692,0.06254,0.16104,2.82532,0.43529,-0.81468,0.17029,0.16104,2.82532,0.43529,-0.81468,0.17029,0.10529,0.37578,-0.5189,0.11078,0.15302,0.42694,-0.77378,0.16194,0.02748,0.13416,-0.14366,0.02935,0.0334,0.1405,-0.17522,0.03569,0.11045,0.53912,-0.5773,0.11794,0.13422,0.5646,-0.70414,0.14342
N00000027,24.6777297765005,BT126BA,24.6777297765005,BT126BA,0.0,BT126BA,False,114.6777297765005,174.67772977650048,114.6777297765005,174.67772977650048,0.11398,1.65327,0.70334,-0.62673,0.12334,0.05675,3.35732,0.32672,-0.28268,0.06172,0.15937,2.83437,0.43348,-0.80563,0.16848,0.15937,2.83437,0.43348,-0.80563,0.16848,0.11398,1.65327,0.70334,-0.62673,0.12334,0.05675,3.35732,0.32672,-0.28268,0.06172,0.15937,2.83437,0.43348,-0.80563,0.16848,0.15937,2.83437,0.43348,-0.80563,0.16848,0.15142,0.42521,-0.76511,0.16021,0.15142,0.42521,-0.76511,0.16021,0.03306,0.14013,-0.17332,0.03532,0.03306,0.14013,-0.17332,0.03532,0.13286,0.56311,-0.6965,0.14193,0.13286,0.56311,-0.6965,0.14193
N00000028,24.6777297765005,BT412RL,26.0482389454077,BT126BA,28.7486181479082,BT126BA,True,114.6777297765005,263.4263479244087,116.0482389454077,176.04823894540772,0.11398,1.65327,0.70334,-0.62673,0.12334,0.05675,3.35732,0.32672,-0.28268,0.06172,0.10681,3.11474,0.37719,-0.52526,0.11219,0.10681,3.11474,0.37719,-0.52526,0.11219,0.11342,1.65652,0.70272,-0.62348,0.12272,0.05637,3.3594,0.32632,-0.2806,0.06132,0.15855,2.83881,0.4326,-0.80119,0.1676,0.15855,2.83881,0.4326,-0.80119,0.1676,0.10293,0.37328,-0.50646,0.10828,0.15063,0.42436,-0.76085,0.15936,0.02698,0.13361,-0.14087,0.0288,0.03289,0.13994,-0.17238,0.03514,0.10841,0.53693,-0.56609,0.11575,0.13218,0.56238,-0.69274,0.1412
N00000029,17.5725337832552,BT412RL,23.2922777214499,BT126BA,28.7486181479082,BT126BA,True,107.5725337832552,256.3211519311634,113.29227772144988,173.2922777214499,0.11687,1.63647,0.70651,-0.64353,0.12651,0.05873,3.34651,0.3288,-0.29349,0.0638,0.11096,3.09287,0.3816,-0.54713,0.1166,0.11096,3.09287,0.3816,-0.54713,0.1166,0.11454,1.64999,0.70396,-0.63001,0.12396,0.05714,3.35521,0.32713,-0.28479,0.06213,0.1602,2.82987,0.43438,-0.81013,0.16938,0.1602,2.82987,0.43438,-0.81013,0.16938,0.10691,0.37751,-0.52748,0.11251,0.15221,0.42607,-0.76942,0.16107,0.02783,0.13453,-0.14558,0.02972,0.03323,0.14031,-0.17426,0.0355,0.11185,0.54063,-0.58502,0.11945,0.13353,0.56385,-0.7003,0.14267
N00000030,19.0326579023751,BT126BA,19.0326579023751,BT126BA,0.0,BT126BA,False,109.03265790237508,169.0326579023751,109.03265790237508,169.0326579023751,0.11627,1.63991,0.70586,-0.64009,0.12586,0.05832,3.34873,0.32837,-0.29127,0.06337,0.16275,2.81602,0.43714,-0.82398,0.17214,0.16275,2.81602,0.43714,-0.82398,0.17214,0.11627,1.63991,0.70586,-0.64009,0.12586,0.05832,3.34873,0.32837,-0.29127,0.06337,0.16275,2.81602,0.43714,-0.82398,0.17214,0.16275,2.81602,0.43714,-0.82398,0.17214,0.15466,0.42871,-0.7827,0.16371,0.15466,0.42871,-0.7827,0.16371,0.03375,0.14088,-0.17717,0.03607,0.03375,0.14088,-0.17717,0.03607,0.13562,0.56613,-0.71199,0.14494,0.13562,0.56613,-0.71199,0.14494
N00000031,20.4713346082219,BT412RL,39.1166217609521,BT126BA,28.7486181479082,BT126BA,True,110.4713346082219,259.2199527561301,129.1166217609521,189.1166217609521,0.11569,1.64331,0.70522,-0.63669,0.12522,0.05792,3.35092,0.32795,-0.28908,0.06295,0.10927,3.1018,0.3798,-0.5382,0.1148,0.10927,3.1018,0.3798,-0.5382,0.1148,0.10805,1.68763,0.69683,-0.59237,0.11683,0.05277,3.37912,0.32253,-0.26088,0.05753,0.15073,2.88102,0.42417,-0.75898,0.15917,0.15073,2.88102,0.42417,-0.75898,0.15917,0.10529,0.37578,-0.5189,0.11078,0.14314,0.41629,-0.72038,0.15129,0.02748,0.13416,-0.14366,0.02935,0.03129,0.1382,-0.16347,0.0334,0.11045,0.53912,-0.5773,0.11794,0.12574,0.55539,-0.65691,0.13421
N00000032,16.0884404323873,BT412RL,35.2996111471651,BT126BA,28.7486181479082,BT126BA,True,106.0884404323873,254.8370585802955,125.29961114716512,185.2996111471651,0.11747,1.63297,0.70717,-0.64703,0.12717,0.05914,3.34424,0.32923,-0.29576,0.06423,0.11183,3.08828,0.38252,-0.55172,0.11752,0.11183,3.08828,0.38252,-0.55172,0.11752,0.10963,1.67852,0.69856,-0.60148,0.11856,0.05382,3.37338,0.32363,-0.26662,0.05863,0.15301,2.86873,0.42662,-0.77127,0.16162,0.15301,2.86873,0.42662,-0.77127,0.16162,0.10775,0.37839,-0.53189,0.11339,0.14532,0.41864,-0.73216,0.15364,0.02801,0.13472,-0.14656,0.02992,0.03176,0.13871,-0.16607,0.0339,0.11257,0.5414,-0.58898,0.12022,0.12763,0.55743,-0.66737,0.13625
N00000033,16.0884404323873,BT412RL,35.2996111471651,BT126BA,28.7486181479082,BT126BA,True,106.0884404323873,254.8370585802955,125.29961114716512,185.2996111471651,0.11747,1.63297,0.70717,-0.64703,0.12717,0.05914,3.34424,0.32923,-0.29576,0.06423,0.11183,3.08828,0.38252,-0.55172,0.11752,0.11183,3.08828,0.38252,-0.55172,0.11752,0.10963,1.67852,0.69856,-0.60148,0.11856,0.05382,3.37338,0.32363,-0.26662,0.05863,0.15301,2.86873,0.42662,-0.77127,0.16162,0.15301,2.86873,0.42662,-0.77127,0.16162,0.10775,0.37839,-0.53189,0.11339,0.14532,0.41864,-0.73216,0.15364,0.02801,0.13472,-0.14656,0.02992,0.03176,0.13871,-0.16607,0.0339,0.11257,0.5414,-0.58898,0.12022,0.12763,0.55743,-0.66737,0.13625
N00000034,14.5772411907136,BT412RL,34.0096740062926,BT126BA,28.7486181479082,BT126BA,True,104.5772411907136,253.3258593386218,124.0096740062926,184.00967400629256,0.11808,1.6294,0.70784,-0.6506,0.12784,0.05956,3.34193,0.32967,-0.29807,0.06467,0.11272,3.08361,0.38346,-0.55639,0.11846,0.11272,3.08361,0.38346,-0.55639,0.11846,0.11016,1.67545,0.69914,-0.60455,0.11914,0.05418,3.37144,0.32401,-0.26856,0.05901,0.15378,2.86457,0.42746,-0.77543,0.16246,0.15378,2.86457,0.42746,-0.77543,0.16246,0.1086,0.37929,-0.53637,0.11429,0.14606,0.41944,-0.73615,0.15444,0.02819,0.13492,-0.14757,0.03011,0.03192,0.13888,-0.16695,0.03408,0.1133,0.54219,-0.59301,0.12101,0.12826,0.55812,-0.6709,0.13694
N00000035,13.034936869946,BT412RL,34.0096740062926,BT126BA,28.7486181479082,BT126BA,True,103.034936869946,251.7835550178542,124.0096740062926,184.00967400629256,0.1187,1.62577,0.70852,-0.65423,0.12852,0.05999,3.33957,0.33013,-0.30043,0.06513,0.11362,3.07884,0.38442,-0.56116,0.11942,0.11362,3.07884,0.38442,-0.56116,0.11942,0.11016,1.67545,0.69914,-0.60455,0.11914,0.05418,3.37144,0.32401,-0.26856,0.05901,0.15378,2.86457,0.42746,-0.77543,0.16246,0.15378,2.86457,0.42746,-0.77543,0.16246,0.10946,0.38021,-0.54096,0.11521,0.14606,0.41944,-0.73615,0.15444,0.02838,0.13512,-0.14859,0.03031,0.03192,0.13888,-0.16695,0.03408,0.11404,0.54299,-0.59712,0.12181,0.12826,0.55812,-0.6709,0.13694
N00000036,13.034936869946,BT412RL,34.0096740062926,BT126BA,28.7486181479082,BT126BA,True,103.034936869946,251.7835550178542,124.0096740062926,184.00967400629256,0.1187,1.62577,0.70852,-0.65423,0.12852,0.05999,3.33957,0.33013,-0.30043,0.06513,0.11362,3.07884,0.38442,-0.56116,0.11942,0.11362,3.07884,0.38442,-0.56116,0.11942,0.11016,1.67545,0.69914,-0.60455,0.11914,0.05418,3.37144,0.32401,-0.26856,0.05901,0.15378,2.86457,0.42746,-0.77543,0.16246,0.15378,2.86457,0.42746,-0.77543,0.16246,0.10946,0.38021,-0.54096,0.11521,0.14606,0.41944,-0.73615,0.15444,0.02838,0.13512,-0.14859,0.03031,0.03192,0.13888,-0.16695,0.03408,0.11404,0.54299,-0.59712,0.12181,0.12826,0.55812,-0.6709,0.13694
N00000037,26.0482389454077,BT412RL,27.4048869057523,BT126BA,28.7486181479082,BT126BA,True,116.0482389454077,264.7968570933159,117.4048869057523,177.4048869057523,0.11342,1.65652,0.70272,-0.62348,0.12272,0.05637,3.3594,0.32632,-0.2806,0.06132,0.10601,3.11894,0.37634,-0.52106,0.11134,0.10601,3.11894,0.37634,-0.52106,0.11134,0.11287,1.65974,0.70211,-0.62026,0.12211,0.056,3.36145,0.32593,-0.27855,0.06093,0.15774,2.84321,0.43172,-0.79679,0.16672,0.15774,2.84321,0.43172,-0.79679,0.16672,0.10216,0.37246,-0.50243,0.10746,0.14986,0.42352,-0.75663,0.15852,0.02681,0.13343,-0.13996,0.02862,0.03273,0.13976,-0.17146,0.03495,0.10774,0.53621,-0.56245,0.11503,0.13152,0.56165,-0.68902,0.14047
N00000038,26.0482389454077,BT126BA,26.0482389454077,BT126BA,0.0,BT126BA,False,116.0482389454077,176.04823894540772,116.0482389454077,176.04823894540772,0.11342,1.65652,0.70272,-0.62348,0.12272,0.05637,3.3594,0.32632,-0.2806,0.06132,0.15855,2.83881,0.4326,-0.80119,0.1676,0.15855,2.83881,0.4326,-0.80119,0.1676,0.11342,1.65652,0.70272,-0.62348,0.12272,0.05637,3.3594,0.32632,-0.2806,0.06132,0.15855,2.83881,0.4326,-0.80119,0.1676,0.15855,2.83881,0.4326,-0.80119,0.1676,0.15063,0.42436,-0.76085,0.15936,0.15063,0.42436,-0.76085,0.15936,0.03289,0.13994,-0.17238,0.03514,0.03289,0.13994,-0.17238,0.03514,0.13218,0.56238,-0.69274,0.1412,0.13218,0.56238,-0.69274,0.1412
N00000039,26.0482389454077,BT126BA,26.0482389454077,BT126BA,0.0,BT126BA,False,116.0482389454077,176.04823894540772,116.0482389454077,176.04823894540772,0.11342,1.65652,0.70272,-0.62348,0.12272,0.05637,3.3594,0.32632,-0.2806,0.06132,0.15855,2.83881,0.4326,-0.80119,0.1676,0.15855,2.83881,0.4326,-0.80119,0.1676,0.11342,1.65652,0.70272,-0.62348,0.12272,0.05637,3.3594,0.32632,-0.2806,0.06132,0.15855,2.83881,0.4326,-0.80119,0.1676,0.15855,2.83881,0.4326,-0.80119,0.1676,0.15063,0.42436,-0.76085,0.15936,0.15063,0.42436,-0.76085,0.15936,0.03289,0.13994,-0.17238,0.03514,0.03289,0.13994,-0.17238,0.03514,0.13218,0.56238,-0.69274,0.1412,0.13218,0.56238,-0.69274,0.1412
N00000040,24.6777297765005,BT412RL,26.0482389454077,BT126BA,28.7486181479082,BT126BA,True,114.6777297765005,263.4263479244087,116.0482389454077,176.04823894540772,0.11398,1.65327,0.70334,-0.62673,0.12334,0.05675,3.35732,0.32672,-0.28268,0.06172,0.10681,3.11474,0.37719,-0.52526,0.11219,0.10681,3.11474,0.37719,-0.52526,0.11219,0.11342,1.65652,0.70272,-0.62348,0.12272,0.05637,3.3594,0.32632,-0.2806,0.06132,0.15855,2.83881,0.4326,-0.80119,0.1676,0.15855,2.83881,0.4326,-0.80119,0.1676,0.10293,0.37328,-0.50646,0.10828,0.15063,0.42436,-0.76085,0.15936,0.02698,0.13361,-0.14087,0.0288,0.03289,0.13994,-0.17238,0.03514,0.10841,0.53693,-0.56609,0.11575,0.13218,0.56238,-0.69274,0.1412
N00000041,24.6777297765005,BT126BA,24.6777297765005,BT126BA,0.0,BT126BA,False,114.6777297765005,174.67772977650048,114.6777297765005,174.67772977650048,0.11398,1.65327,0.70334,-0.62673,0.12334,0.05675,3.35732,0.32672,-0.28268,0.06172,0.15937,2.83437,0.43348,-0.80563,0.16848,0.15937,2.83437,0.43348,-0.80563,0.16848,0.11398,1.65327,0.70334,-0.62673,0.12334,0.05675,3.35732,0.32672,-0.28268,0.06172,0.15937,2.83437,0.43348,-0.80563,0.16848,0.15937,2.83437,0.43348,-0.80563,0.16848,0.15142,0.42521,-0.76511,0.16021,0.15142,0.42521,-0.76511,0.16021,0.03306,0.14013,-0.17332,0.03532,0.03306,0.14013,-0.17332,0.03532,0.13286,0.56311,-0.6965,0.14193,0.13286,0.56311,-0.6965,0.14193
N00000042,24.6777297765005,BT126BA,24.6777297765005,BT126BA,0.0,BT126BA,False,114.6777297765005,174.67772977650048,114.6777297765005,174.67772977650048,0.11398,1.65327,0.70334,-0.62673,0.12334,0.05675,3.35732,0.32672,-0.28268,0.06172,0.15937,2.83437,0.43348,-0.80563,0.16848,0.15937,2.83437,0.43348,-0.80563,0.16848,0.11398,1.65327,0.70334,-0.62673,0.12334,0.05675,3.35732,0.32672,-0.28268,0.06172,0.15937,2.83437,0.43348,-0.80563,0.16848,0.15937,2.83437,0.43348,-0.80563,0.16848,0.15142,0.42521,-0.76511,0.16021,0.15142,0.42521,-0.76511,0.16021,0.03306,0.14013,-0.17332,0.03532,0.03306,0.14013,-0.17332,0.03532,0.13286,0.56311,-0.6965,0.14193,0.13286,0.56311,-0.6965,0.14193
N00000043,24.6777297765005,BT412RL,26.0482389454077,BT126BA,28.7486181479082,BT126BA,True,114.6777297765005,263.4263479244087,116.0482389454077,176.04823894540772,0.11398,1.65327,0.70334,-0.62673,0.12334,0.05675,3.35732,0.32672,-0.28268,0.06172,0.10681,3.11474,0.37719,-0.52526,0.11219,0.10681,3.11474,0.37719,-0.52526,0.11219,0.11342,1.65652,0.70272,-0.62348,0.12272,0.05637,3.3594,0.32632,-0.2806,0.06132,0.15855,2.83881,0.4326,-0.80119,0.1676,0.15855,2.83881,0.4326,-0.80119,0.1676,0.10293,0.37328,-0.50646,0.10828,0.15063,0.42436,-0.76085,0.15936,0.02698,0.13361,-0.14087,0.0288,0.03289,0.13994,-0.17238,0.03514,0.10841,0.53693,-0.56609,0.11575,0.13218,0.56238,-0.69274,0.1412
N00000044,24.6777297765005,BT412RL,26.0482389454077,BT126BA,28.7486181479082,BT126BA,True,114.6777297765005,263.4263479244087,116.0482389454077,176.04823894540772,0.11398,1.65327,0.70334,-0.62673,0.12334,0.05675,3.35732,0.32672,-0.28268,0.06172,0.10681,3.11474,0.37719,-0.52526,0.11219,0.10681,3.11474,0.37719,-0.52526,0.11219,0.11342,1.65652,0.70272,-0.62348,0.12272,0.05637,3.3594,0.32632,-0.2806,0.06132,0.15855,2.83881,0.4326,-0.80119,0.1676,0.15855,2.83881,0.4326,-0.80119,0.1676,0.10293,0.37328,-0.50646,0.10828,0.15063,0.42436,-0.76085,0.15936,0.02698,0.13361,-0.14087,0.0288,0.03289,0.13994,-0.17238,0.03514,0.10841,0.53693,-0.56609,0.11575,0.13218,0.56238,-0.69274,0.1412
N00000045,19.0326579023751,BT412RL,37.8526650536016,BT126BA,28.7486181479082,BT126BA,True,109.03265790237508,257.7812760502833,127.8526650536016,187.8526650536016,0.11627,1.63991,0.70586,-0.64009,0.12586,0.05832,3.34873,0.32837,-0.29127,0.06337,0.11011,3.09737,0.38069,-0.54263,0.11569,0.11011,3.09737,0.38069,-0.54263,0.11569,0.10858,1.68461,0.6974,-0.59539,0.1174,0.05312,3.37722,0.32289,-0.26278,0.05789,0.15149,2.87696,0.42498,-0.76304,0.15998,0.15149,2.87696,0.42498,-0.76304,0.15998,0.1061,0.37664,-0.52315,0.11164,0.14387,0.41707,-0.72427,0.15207,0.02766,0.13434,-0.14461,0.02953,0.03145,0.13837,-0.16433,0.03356,0.11114,0.53987,-0.58113,0.11869,0.12637,0.55606,-0.66037,0.13488
