from_postcode,closest_ivt_time,closest_ivt_unit,closest_mt_time,closest_mt_unit,transfer_mt_time,transfer_mt_unit,mt_transfer_required,ivt_drip_ship,mt_drip_ship,ivt_mothership,mt_mothership,drip_ship_nlvo_ivt_added_utility,drip_ship_lvo_ivt_added_utility,drip_ship_lvo_ivt_mt_added_utility,drip_ship_lvo_mt_added_utility,mothership_nlvo_ivt_added_utility,mothership_lvo_ivt_added_utility,mothership_lvo_ivt_mt_added_utility,mothership_lvo_mt_added_utility,drip_ship_lvo_mix_added_utility,mothership_lvo_mix_added_utility,drip_ship_weighted_added_utility,mothership_weighted_added_utility,drip_ship_weighted_treated_added_utility,mothership_weighted_treated_added_utility
N00000084,20.4713346082219,BT412RL,28.7486181479082,BT126BA,28.7486181479082,BT126BA,True,110.4713346082219,259.2199527561301,118.7486181479082,178.7486181479082,0.11569,0.05792,0.10927,0.10927,0.11232,0.05563,0.15693,0.15693,0.10529,0.14908,0.02748,0.03256,0.11045,0.13085
N00000085,13.034936869946,BT412RL,34.0096740062926,BT126BA,28.7486181479082,BT126BA,True,103.034936869946,251.7835550178542,124.0096740062926,184.00967400629256,0.1187,0.05999,0.11362,0.11362,0.11016,0.05418,0.15378,0.15378,0.10946,0.14606,0.02838,0.03192,0.11404,0.12826
N00000086,13.034936869946,BT412RL,32.7101681851292,BT126BA,28.7486181479082,BT126BA,True,103.034936869946,251.7835550178542,122.7101681851292,182.7101681851292,0.1187,0.05999,0.11362,0.11362,0.11069,0.05453,0.15456,0.15456,0.10946,0.14681,0.02838,0.03208,0.11404,0.1289
N00000087,11.4562670706944,BT412RL,32.7101681851292,BT126BA,28.7486181479082,BT126BA,True,101.4562670706944,250.2048852186026,122.7101681851292,182.7101681851292,0.11933,0.06043,0.11455,0.11455,0.11069,0.05453,0.15456,0.15456,0.11036,0.14681,0.02857,0.03208,0.11481,0.1289
N00000088,13.034936869946,BT412RL,32.7101681851292,BT126BA,28.7486181479082,BT126BA,True,103.034936869946,251.7835550178542,122.7101681851292,182.7101681851292,0.1187,0.05999,0.11362,0.11362,0.11069,0.05453,0.15456,0.15456,0.10946,0.14681,0.02838,0.03208,0.11404,0.1289
N00000089,13.034936869946,BT412RL,34.0096740062926,BT126BA,28.7486181479082,BT126BA,True,103.034936869946,251.7835550178542,124.0096740062926,184.00967400629256,0.1187,0.05999,0.11362,0.11362,0.11016,0.05418,0.15378,0.15378,0.10946,0.14606,0.02838,0.03192,0.11404,0.12826
N00000090,13.034936869946,BT412RL,32.7101681851292,BT126BA,28.7486181479082,BT126BA,True,103.034936869946,251.7835550178542,122.7101681851292,182.7101681851292,0.1187,0.05999,0.11362,0.11362,0.11069,0.05453,0.15456,0.15456,0.10946,0.14681,0.02838,0.03208,0.11404,0.1289
N00000091,13.034936869946,BT412RL,32.7101681851292,BT126BA,28.7486181479082,BT126BA,True,103.034936869946,251.7835550178542,122.7101681851292,182.7101681851292,0.1187,0.05999,0.11362,0.11362,0.11069,0.05453,0.15456,0.15456,0.10946,0.14681,0.02838,0.03208,0.11404,0.1289
N00000092,13.034936869946,BT412RL,32.7101681851292,BT126BA,28.7486181479082,BT126BA,True,103.034936869946,251.7835550178542,122.7101681851292,182.7101681851292,0.1187,0.05999,0.11362,0.11362,0.11069,0.05453,0.15456,0.15456,0.10946,0.14681,0.02838,0.03208,0.11404,0.1289
N00000093,9.83402616304834,BT412RL,31.4005615242259,BT126BA,28.7486181479082,BT126BA,True,99.83402616304834,248.5826443109565,121.4005615242259,181.4005615242259,0.11999,0.06088,0.1155,0.1155,0.11123,0.0549,0.15534,0.15534,0.11127,0.14756,0.02876,0.03224,0.11559,0.12955
N00000094,11.4562670706944,BT412RL,32.7101681851292,BT126BA,28.7486181479082,BT126BA,True,101.4562670706944,250.2048852186026,122.7101681851292,182.7101681851292,0.11933,0.06043,0.11455,0.11455,0.11069,0.05453,0.15456,0.15456,0.11036,0.14681,0.02857,0.03208,0.11481,0.1289
N00000095,14.5772411907136,BT412RL,34.0096740062926,BT126BA,28.7486181479082,BT126BA,True,104.5772411907136,253.3258593386218,124.0096740062926,184.00967400629256,0.11808,0.05956,0.11272,0.11272,0.11016,0.05418,0.15378,0.15378,0.1086,0.14606,0.02819,0.03192,0.1133,0.12826
N00000096,8.15778606675056,BT412RL,30.0802640216665,BT126BA,28.7486181479082,BT126BA,True,98.15778606675056,246.9064042146588,120.0802640216665,180.0802640216665,0.12066,0.06135,0.11649,0.11649,0.11177,0.05526,0.15613,0.15613,0.11222,0.14831,0.02897,0.0324,0.1164,0.13019
N00000097,8.15778606675056,BT412RL,30.0802640216665,BT126BA,28.7486181479082,BT126BA,True,98.15778606675056,246.9064042146588,120.0802640216665,180.0802640216665,0.12066,0.06135,0.11649,0.11649,0.11177,0.05526,0.15613,0.15613,0.11222,0.14831,0.02897,0.0324,0.1164,0.13019
N00000098,6.41121146749091,BT412RL,28.7486181479082,BT126BA,28.7486181479082,BT126BA,True,96.41121146749092,245.15982961539916,118.7486181479082,178.7486181479082,0.12136,0.06184,0.11751,0.11751,0.11232,0.05563,0.15693,0.15693,0.1132,0.14908,0.02918,0.03256,0.11724,0.13085
N00000099,6.41121146749091,BT412RL,28.7486181479082,BT126BA,28.7486181479082,BT126BA,True,96.41121146749092,245.15982961539916,118.7486181479082,178.7486181479082,0.12136,0.06184,0.11751,0.11751,0.11232,0.05563,0.15693,0.15693,0.1132,0.14908,0.02918,0.03256,0.11724,0.13085
N00000100,8.15778606675056,BT412RL,30.0802640216665,BT126BA,28.7486181479082,BT126BA,True,98.15778606675056,246.9064042146588,120.0802640216665,180.0802640216665,0.12066,0.06135,0.11649,0.11649,0.11177,0.05526,0.15613,0.15613,0.11222,0.14831,0.02897,0.0324,0.1164,0.13019
N00000101,8.15778606675056,BT412RL,30.0802640216665,BT126BA,28.7486181479082,BT126BA,True,98.15778606675056,246.9064042146588,120.0802640216665,180.0802640216665,0.12066,0.06135,0.11649,0.11649,0.11177,0.05526,0.15613,0.15613,0.11222,0.14831,0.02897,0.0324,0.1164,0.13019
N00000102,6.41121146749091,BT412RL,28.7486181479082,BT126BA,28.7486181479082,BT126BA,True,96.41121146749092,245.15982961539916,118.7486181479082,178.7486181479082,0.12136,0.06184,0.11751,0.11751,0.11232,0.05563,0.15693,0.15693,0.1132,0.14908,0.02918,0.03256,0.11724,0.13085
N00000103,6.41121146749091,BT412RL,28.7486181479082,BT126BA,28.7486181479082,BT126BA,True,96.41121146749092,245.15982961539916,118.7486181479082,178.7486181479082,0.12136,0.06184,0.11751,0.11751,0.11232,0.05563,0.15693,0.15693,0.1132,0.14908,0.02918,0.03256,0.11724,0.13085
N00000104,8.15778606675056,BT412RL,30.0802640216665,BT126BA,28.7486181479082,BT126BA,True,98.15778606675056,246.9064042146588,120.0802640216665,180.0802640216665,0.12066,0.06135,0.11649,0.11649,0.11177,0.05526,0.15613,0.15613,0.11222,0.14831,0.02897,0.0324,0.1164,0.13019
N00000105,6.41121146749091,BT412RL,28.7486181479082,BT126BA,28.7486181479082,BT126BA,True,96.41121146749092,245.15982961539916,118.7486181479082,178.7486181479082,0.12136,0.06184,0.11751,0.11751,0.11232,0.05563,0.15693,0.15693,0.1132,0.14908,0.02918,0.03256,0.11724,0.13085
N00000106,8.15778606675056,BT412RL,28.7486181479082,BT126BA,28.7486181479082,BT126BA,True,98.15778606675056,246.9064042146588,118.7486181479082,178.7486181479082,0.12066,0.06135,0.11649,0.11649,0.11232,0.05563,0.15693,0.15693,0.11222,0.14908,0.02897,0.03256,0.1164,0.13085
N00000107,8.15778606675056,BT412RL,28.7486181479082,BT126BA,28.7486181479082,BT126BA,True,98.15778606675056,246.9064042146588,118.7486181479082,178.7486181479082,0.12066,0.06135,0.11649,0.11649,0.11232,0.05563,0.15693,0.15693,0.11222,0.14908,0.02897,0.03256,0.1164,0.13085
N00000108,6.41121146749091,BT412RL,28.7486181479082,BT126BA,28.7486181479082,BT126BA,True,96.41121146749092,245.15982961539916,118.7486181479082,178.7486181479082,0.12136,0.06184,0.11751,0.11751,0.11232,0.05563,0.15693,0.15693,0.1132,0.14908,0.02918,0.03256,0.11724,0.13085
N00000109,6.41121146749091,BT412RL,28.7486181479082,BT126BA,28.7486181479082,BT126BA,True,96.41121146749092,245.15982961539916,118.7486181479082,178.7486181479082,0.12136,0.06184,0.11751,0.11751,0.11232,0.05563,0.15693,0.15693,0.1132,0.14908,0.02918,0.03256,0.11724,0.13085
N00000110,8.15778606675056,BT412RL,28.7486181479082,BT126BA,28.7486181479082,BT126BA,True,98.15778606675056,246.9064042146588,118.7486181479082,178.7486181479082,0.12066,0.06135,0.11649,0.11649,0.11232,0.05563,0.15693,0.15693,0.11222,0.14908,0.02897,0.03256,0.1164,0.13085
N00000111,8.15778606675056,BT412RL,28.7486181479082,BT126BA,28.7486181479082,BT126BA,True,98.15778606675056,246.9064042146588,118.7486181479082,178.7486181479082,0.12066,0.06135,0.11649,0.11649,0.11232,0.05563,0.15693,0.15693,0.11222,0.14908,0.02897,0.03256,0.1164,0.13085
N00000112,8.15778606675056,BT412RL,28.7486181479082,BT126BA,28.7486181479082,BT126BA,True,98.15778606675056,246.9064042146588,118.7486181479082,178.7486181479082,0.12066,0.06135,0.11649,0.11649,0.11232,0.05563,0.15693,0.15693,0.11222,0.14908,0.02897,0.03256,0.1164,0.13085
N00000113,9.83402616304834,BT412RL,27.4048869057523,BT126BA,28.7486181479082,BT126BA,True,99.83402616304834,248.5826443109565,117.4048869057523,177.4048869057523,0.11999,0.06088,0.1155,0.1155,0.11287,0.056,0.15774,0.15774,0.11127,0.14986,0.02876,0.03273,0.11559,0.13152
N00000114,9.83402616304834,BT412RL,28.7486181479082,BT126BA,28.7486181479082,BT126BA,True,99.83402616304834,248.5826443109565,118.7486181479082,178.7486181479082,0.11999,0.06088,0.1155,0.1155,0.11232,0.05563,0.15693,0.15693,0.11127,0.14908,0.02876,0.03256,0.11559,0.13085
N00000115,9.83402616304834,BT412RL,27.4048869057523,BT126BA,28.7486181479082,BT126BA,True,99.83402616304834,248.5826443109565,117.4048869057523,177.4048869057523,0.11999,0.06088,0.1155,0.1155,0.11287,0.056,0.15774,0.15774,0.11127,0.14986,0.02876,0.03273,0.11559,0.13152
N00000116,8.15778606675056,BT412RL,28.7486181479082,BT126BA,28.7486181479082,BT126BA,True,98.15778606675056,246.9064042146588,118.7486181479082,178.7486181479082,0.12066,0.06135,0.11649,0.11649,0.11232,0.05563,0.15693,0.15693,0.11222,0.14908,0.02897,0.03256,0.1164,0.13085
N00000117,8.15778606675056,BT412RL,28.7486181479082,BT126BA,28.7486181479082,BT126BA,True,98.15778606675056,246.9064042146588,118.7486181479082,178.7486181479082,0.12066,0.06135,0.11649,0.11649,0.11232,0.05563,0.15693,0.15693,0.11222,0.14908,0.02897,0.03256,0.1164,0.13085
N00000118,13.034936869946,BT412RL,21.8906326516112,BT126BA,28.7486181479082,BT126BA,True,103.034936869946,251.7835550178542,111.8906326516112,171.8906326516112,0.1187,0.05999,0.11362,0.11362,0.11511,0.05753,0.16104,0.16104,0.10946,0.15302,0.02838,0.0334,0.11404,0.13422
N00000119,13.034936869946,BT412RL,21.8906326516112,BT126BA,28.7486181479082,BT126BA,True,103.034936869946,251.7835550178542,111.8906326516112,171.8906326516112,0.1187,0.05999,0.11362,0.11362,0.11511,0.05753,0.16104,0.16104,0.10946,0.15302,0.02838,0.0334,0.11404,0.13422
N00000120,13.034936869946,BT412RL,20.4713346082219,BT126BA,28.7486181479082,BT126BA,True,103.034936869946,251.7835550178542,110.4713346082219,170.4713346082219,0.1187,0.05999,0.11362,0.11362,0.11569,0.05792,0.16189,0.16189,0.10946,0.15383,0.02838,0.03357,0.11404,0.13492
N00000121,13.034936869946,BT412RL,21.8906326516112,BT126BA,28.7486181479082,BT126BA,True,103.034936869946,251.7835550178542,111.8906326516112,171.8906326516112,0.1187,0.05999,0.11362,0.11362,0.11511,0.05753,0.16104,0.16104,0.10946,0.15302,0.02838,0.0334,0.11404,0.13422
N00000122,11.4562670706944,BT412RL,24.6777297765005,BT126BA,28.7486181479082,BT126BA,True,101.4562670706944,250.2048852186026,114.6777297765005,174.67772977650048,0.11933,0.06043,0.11455,0.11455,0.11398,0.05675,0.15937,0.15937,0.11036,0.15142,0.02857,0.03306,0.11481,0.13286
N00000123,14.5772411907136,BT412RL,23.2922777214499,BT126BA,28.7486181479082,BT126BA,True,104.5772411907136,253.3258593386218,113.29227772144988,173.2922777214499,0.11808,0.05956,0.11272,0.11272,0.11454,0.05714,0.1602,0.1602,0.1086,0.15221,0.02819,0.03323,0.1133,0.13353
N00000124,9.83402616304834,BT412RL,24.6777297765005,BT126BA,28.7486181479082,BT126BA,True,99.83402616304834,248.5826443109565,114.6777297765005,174.67772977650048,0.11999,0.06088,0.1155,0.1155,0.11398,0.05675,0.15937,0.15937,0.11127,0.15142,0.02876,0.03306,0.11559,0.13286
N00000125,20.4713346082219,BT412RL,40.372699739972,BT126BA,28.7486181479082,BT126BA,True,110.4713346082219,259.2199527561301,130.372699739972,190.372699739972,0.11569,0.05792,0.10927,0.10927,0.10754,0.05242,0.14998,0.14998,0.10529,0.14242,0.02748,0.03114,0.11045,0.12513
N00000126,20.4713346082219,BT412RL,40.372699739972,BT126BA,28.7486181479082,BT126BA,True,110.4713346082219,259.2199527561301,130.372699739972,190.372699739972,0.11569,0.05792,0.10927,0.10927,0.10754,0.05242,0.14998,0.14998,0.10529,0.14242,0.02748,0.03114,0.11045,0.12513
N00000127,19.0326579023751,BT412RL,39.1166217609521,BT126BA,28.7486181479082,BT126BA,True,109.03265790237508,257.7812760502833,129.1166217609521,189.1166217609521,0.11627,0.05832,0.11011,0.11011,0.10805,0.05277,0.15073,0.15073,0.1061,0.14314,0.02766,0.03129,0.11114,0.12574
N00000128,20.4713346082219,BT412RL,40.372699739972,BT126BA,28.7486181479082,BT126BA,True,110.4713346082219,259.2199527561301,130.372699739972,190.372699739972,0.11569,0.05792,0.10927,0.10927,0.10754,0.05242,0.14998,0.14998,0.10529,0.14242,0.02748,0.03114,0.11045,0.12513
N00000129,20.4713346082219,BT412RL,39.1166217609521,BT126BA,28.7486181479082,BT126BA,True,110.4713346082219,259.2199527561301,129.1166217609521,189.1166217609521,0.11569,0.05792,0.10927,0.10927,0.10805,0.05277,0.15073,0.15073,0.10529,0.14314,0.02748,0.03129,0.11045,0.12574
N00000130,16.0884404323873,BT161RH,26.0482389454077,BT126BA,19.0326579023751,BT126BA,True,106.0884404323873,245.1210983347624,116.0482389454077,176.04823894540772,0.11747,0.05914,0.11753,0.11753,0.11342,0.05637,0.15855,0.15855,0.11301,0.15063,0.02867,0.03289,0.11522,0.13218
N00000131,17.5725337832552,BT161RH,24.6777297765005,BT126BA,19.0326579023751,BT126BA,True,107.5725337832552,246.6051916856303,114.6777297765005,174.67772977650048,0.11687,0.05873,0.11666,0.11666,0.11398,0.05675,0.15937,0.15937,0.11217,0.15142,0.02849,0.03306,0.1145,0.13286
N00000132,20.4713346082219,BT161RH,28.7486181479082,BT126BA,19.0326579023751,BT126BA,True,110.4713346082219,249.503992510597,118.7486181479082,178.7486181479082,0.11569,0.05792,0.11496,0.11496,0.11232,0.05563,0.15693,0.15693,0.11054,0.14908,0.02814,0.03256,0.11309,0.13085
N00000133,16.0884404323873,BT161RH,24.6777297765005,BT126BA,19.0326579023751,BT126BA,True,106.0884404323873,245.1210983347624,114.6777297765005,174.67772977650048,0.11747,0.05914,0.11753,0.11753,0.11398,0.05675,0.15937,0.15937,0.11301,0.15142,0.02867,0.03306,0.11522,0.13286
N00000134,17.5725337832552,BT161RH,24.6777297765005,BT126BA,19.0326579023751,BT126BA,True,107.5725337832552,246.6051916856303,114.6777297765005,174.67772977650048,0.11687,0.05873,0.11666,0.11666,0.11398,0.05675,0.15937,0.15937,0.11217,0.15142,0.02849,0.03306,0.1145,0.13286
N00000135,16.0884404323873,BT161RH,24.6777297765005,BT126BA,19.0326579023751,BT126BA,True,106.0884404323873,245.1210983347624,114.6777297765005,174.67772977650048,0.11747,0.05914,0.11753,0.11753,0.11398,0.05675,0.15937,0.15937,0.11301,0.15142,0.02867,0.03306,0.11522,0.13286
N00000136,17.5725337832552,BT161RH,24.6777297765005,BT126BA,19.0326579023751,BT126BA,True,107.5725337832552,246.6051916856303,114.6777297765005,174.67772977650048,0.11687,0.05873,0.11666,0.11666,0.11398,0.05675,0.15937,0.15937,0.11217,0.15142,0.02849,0.03306,0.1145,0.13286
N00000137,17.5725337832552,BT161RH,24.6777297765005,BT126BA,19.0326579023751,BT126BA,True,107.5725337832552,246.6051916856303,114.6777297765005,174.67772977650048,0.11687,0.05873,0.11666,0.11666,0.11398,0.05675,0.15937,0.15937,0.11217,0.15142,0.02849,0.03306,0.1145,0.13286
N00000138,17.5725337832552,BT161RH,24.6777297765005,BT126BA,19.0326579023751,BT126BA,True,107.5725337832552,246.6051916856303,114.6777297765005,174.67772977650048,0.11687,0.05873,0.11666,0.11666,0.11398,0.05675,0.15937,0.15937,0.11217,0.15142,0.02849,0.03306,0.1145,0.13286
N00000139,11.4562670706944,BT161RH,27.4048869057523,BT126BA,19.0326579023751,BT126BA,True,101.4562670706944,240.4889249730695,117.4048869057523,177.4048869057523,0.11933,0.06043,0.12026,0.12026,0.11287,0.056,0.15774,0.15774,0.11562,0.14986,0.02923,0.03273,0.11746,0.13152
N00000140,11.4562670706944,BT161RH,27.4048869057523,BT126BA,19.0326579023751,BT126BA,True,101.4562670706944,240.4889249730695,117.4048869057523,177.4048869057523,0.11933,0.06043,0.12026,0.12026,0.11287,0.056,0.15774,0.15774,0.11562,0.14986,0.02923,0.03273,0.11746,0.13152
N00000141,11.4562670706944,BT161RH,27.4048869057523,BT126BA,19.0326579023751,BT126BA,True,101.4562670706944,240.4889249730695,117.4048869057523,177.4048869057523,0.11933,0.06043,0.12026,0.12026,0.11287,0.056,0.15774,0.15774,0.11562,0.14986,0.02923,0.03273,0.11746,0.13152
N00000142,11.4562670706944,BT161RH,27.4048869057523,BT126BA,19.0326579023751,BT126BA,True,101.4562670706944,240.4889249730695,117.4048869057523,177.4048869057523,0.11933,0.06043,0.12026,0.12026,0.11287,0.056,0.15774,0.15774,0.11562,0.14986,0.02923,0.03273,0.11746,0.13152
N00000143,11.4562670706944,BT161RH,27.4048869057523,BT126BA,19.0326579023751,BT126BA,True,101.4562670706944,240.4889249730695,117.4048869057523,177.4048869057523,0.11933,0.06043,0.12026,0.12026,0.11287,0.056,0.15774,0.15774,0.11562,0.14986,0.02923,0.03273,0.11746,0.13152
N00000144,13.034936869946,BT161RH,28.7486181479082,BT126BA,19.0326579023751,BT126BA,True,103.034936869946,242.0675947723211,118.7486181479082,178.7486181479082,0.1187,0.05999,0.11933,0.11933,0.11232,0.05563,0.15693,0.15693,0.11473,0.14908,0.02904,0.03256,0.1167,0.13085
N00000145,11.4562670706944,BT161RH,27.4048869057523,BT126BA,19.0326579023751,BT126BA,True,101.4562670706944,240.4889249730695,117.4048869057523,177.4048869057523,0.11933,0.06043,0.12026,0.12026,0.11287,0.056,0.15774,0.15774,0.11562,0.14986,0.02923,0.03273,0.11746,0.13152
N00000146,9.83402616304834,BT161RH,24.6777297765005,BT126BA,19.0326579023751,BT126BA,True,99.83402616304834,238.86668406542344,114.6777297765005,174.67772977650048,0.11999,0.06088,0.12121,0.12121,0.11398,0.05675,0.15937,0.15937,0.11653,0.15142,0.02943,0.03306,0.11825,0.13286
N00000147,11.4562670706944,BT161RH,27.4048869057523,BT126BA,19.0326579023751,BT126BA,True,101.4562670706944,240.4889249730695,117.4048869057523,177.4048869057523,0.11933,0.06043,0.12026,0.12026,0.11287,0.056,0.15774,0.15774,0.11562,0.14986,0.02923,0.03273,0.11746,0.13152
N00000148,28.7486181479082,BT161RH,42.8625469209214,BT126BA,19.0326579023751,BT126BA,True,118.7486181479082,257.7812760502833,132.8625469209214,192.8625469209214,0.11232,0.05563,0.11011,0.11011,0.1065,0.05174,0.1485,0.1485,0.10589,0.141,0.02714,0.03083,0.10908,0.1239
N00000149,28.7486181479082,BT161RH,42.8625469209214,BT126BA,19.0326579023751,BT126BA,True,118.7486181479082,257.7812760502833,132.8625469209214,192.8625469209214,0.11232,0.05563,0.11011,0.11011,0.1065,0.05174,0.1485,0.1485,0.10589,0.141,0.02714,0.03083,0.10908,0.1239
N00000150,28.7486181479082,BT161RH,42.8625469209214,BT126BA,19.0326579023751,BT126BA,True,118.7486181479082,257.7812760502833,132.8625469209214,192.8625469209214,0.11232,0.05563,0.11011,0.11011,0.1065,0.05174,0.1485,0.1485,0.10589,0.141,0.02714,0.03083,0.10908,0.1239
N00000151,28.7486181479082,BT161RH,42.8625469209214,BT126BA,19.0326579023751,BT126BA,True,118.7486181479082,257.7812760502833,132.8625469209214,192.8625469209214,0.11232,0.05563,0.11011,0.11011,0.1065,0.05174,0.1485,0.1485,0.10589,0.141,0.02714,0.03083,0.10908,0.1239
N00000152,28.7486181479082,BT161RH,42.8625469209214,BT126BA,19.0326579023751,BT126BA,True,118.7486181479082,257.7812760502833,132.8625469209214,192.8625469209214,0.11232,0.05563,0.11011,0.11011,0.1065,0.05174,0.1485,0.1485,0.10589,0.141,0.02714,0.03083,0.10908,0.1239
N00000153,23.2922777214499,BT161RH,37.8526650536016,BT126BA,19.0326579023751,BT126BA,True,113.29227772144988,252.32493562382496,127.8526650536016,187.8526650536016,0.11454,0.05714,0.1133,0.1133,0.10858,0.05312,0.15149,0.15149,0.10895,0.14387,0.0278,0.03145,0.11172,0.12637
N00000154,23.2922777214499,BT161RH,37.8526650536016,BT126BA,19.0326579023751,BT126BA,True,113.29227772144988,252.32493562382496,127.8526650536016,187.8526650536016,0.11454,0.05714,0.1133,0.1133,0.10858,0.05312,0.15149,0.15149,0.10895,0.14387,0.0278,0.03145,0.11172,0.12637
N00000155,24.6777297765005,BT161RH,39.1166217609521,BT126BA,19.0326579023751,BT126BA,True,114.6777297765005,253.7103876788756,129.1166217609521,189.1166217609521,0.11398,0.05675,0.11249,0.11249,0.10805,0.05277,0.15073,0.15073,0.10817,0.14314,0.02763,0.03129,0.11105,0.12574
N00000156,21.8906326516112,BT161RH,36.5804618603731,BT126BA,19.0326579023751,BT126BA,True,111.8906326516112,250.9232905539863,126.5804618603731,186.5804618603731,0.11511,0.05753,0.11413,0.11413,0.1091,0.05347,0.15225,0.15225,0.10974,0.1446,0.02797,0.0316,0.1124,0.127
N00000157,26.0482389454077,BT161RH,40.372699739972,BT126BA,19.0326579023751,BT126BA,True,116.0482389454077,255.0808968477828,130.372699739972,190.372699739972,0.11342,0.05637,0.11169,0.11169,0.10754,0.05242,0.14998,0.14998,0.1074,0.14242,0.02747,0.03114,0.11039,0.12513
N00000158,31.4005615242259,BT161RH,45.3246173009173,BT126BA,19.0326579023751,BT126BA,True,121.4005615242259,260.433219426601,135.3246173009173,195.3246173009173,0.11123,0.0549,0.10856,0.10856,0.10548,0.05106,0.14703,0.14703,0.1044,0.13959,0.02682,0.03053,0.10779,0.12268
N00000159,11.4562670706944,BT161RH,27.4048869057523,BT126BA,19.0326579023751,BT126BA,True,101.4562670706944,240.4889249730695,117.4048869057523,177.4048869057523,0.11933,0.06043,0.12026,0.12026,0.11287,0.056,0.15774,0.15774,0.11562,0.14986,0.02923,0.03273,0.11746,0.13152
N00000160,11.4562670706944,BT161RH,27.4048869057523,BT126BA,19.0326579023751,BT126BA,True,101.4562670706944,240.4889249730695,117.4048869057523,177.4048869057523,0.11933,0.06043,0.12026,0.12026,0.11287,0.056,0.15774,0.15774,0.11562,0.14986,0.02923,0.03273,0.11746,0.13152
N00000161,13.034936869946,BT161RH,28.7486181479082,BT126BA,19.0326579023751,BT126BA,True,103.034936869946,242.0675947723211,118.7486181479082,178.7486181479082,0.1187,0.05999,0.11933,0.11933,0.11232,0.05563,0.15693,0.15693,0.11473,0.14908,0.02904,0.03256,0.1167,0.13085
N00000162,13.034936869946,BT161RH,28.7486181479082,BT126BA,19.0326579023751,BT126BA,True,103.034936869946,242.0675947723211,118.7486181479082,178.7486181479082,0.1187,0.05999,0.11933,0.11933,0.11232,0.05563,0.15693,0.15693,0.11473,0.14908,0.02904,0.03256,0.1167,0.13085
N00000163,11.4562670706944,BT161RH,27.4048869057523,BT126BA,19.0326579023751,BT126BA,True,101.4562670706944,240.4889249730695,117.4048869057523,177.4048869057523,0.11933,0.06043,0.12026,0.12026,0.11287,0.056,0.15774,0.15774,0.11562,0.14986,0.02923,0.03273,0.11746,0.13152
N00000164,11.4562670706944,BT161RH,27.4048869057523,BT126BA,19.0326579023751,BT126BA,True,101.4562670706944,240.4889249730695,117.4048869057523,177.4048869057523,0.11933,0.06043,0.12026,0.12026,0.11287,0.056,0.15774,0.15774,0.11562,0.14986,0.02923,0.03273,0.11746,0.13152
